Treatment,DxAm,DxDm,DxAm/DxDm,Mean,Normalized,Replicate,Construct,Plate
0,29766,34801,0.85532024941812,0.89110224414288,0.959845242271635,1,104,1
0,29701,33184,0.895039778206364,0.89110224414288,1.00441872309195,1,104,1
0,31622,34262,0.922946704804156,0.89110224414288,1.03573603463641,1,104,1
200,32948,35961,0.916214788242819,0.89110224414288,1.02818143963277,1,104,1
200,32941,35615,0.924919275586129,0.89110224414288,1.03794966477251,1,104,1
200,33776,35415,0.953720175067062,0.89110224414288,1.07027019776436,1,104,1
400,36091,36564,0.987063778580024,0.89110224414288,1.10768857902434,1,104,1
400,32997,31877,1.03513505034978,0.89110224414288,1.16163443325793,1,104,1
400,33915,33135,1.02354006337709,0.89110224414288,1.14862247301554,1,104,1
600,34893,32858,1.06193316696086,0.89110224414288,1.19170743193706,1,104,1
600,34772,32103,1.08313864747843,0.89110224414288,1.21550434262486,1,104,1
600,30972,30150,1.02726368159204,0.89110224414288,1.15280113852718,1,104,1
0,31778,35182,0.903245978056961,0.914750192836898,0.987423654162609,1,104,2
0,33394,36138,0.924068847196856,0.914750192836898,1.01018710291939,1,104,2
0,32940,35924,0.916935753256876,0.914750192836898,1.002389242918,1,104,2
800,38165,33601,1.13582929079492,0.914750192836898,1.24168248303112,1,104,2
800,38931,34345,1.13352744213131,0.914750192836898,1.23916611442948,1,104,2
800,39816,35537,1.1204097138194,0.914750192836898,1.22482588426103,1,104,2
1000,39239,33740,1.16298162418494,0.914750192836898,1.2713652681266,1,104,2
1000,39755,33676,1.18051431286376,0.914750192836898,1.29053190926657,1,104,2
1000,38468,32833,1.17162610787927,0.914750192836898,1.28081537129358,1,104,2
1500,39859,34556,1.15346104873249,0.914750192836898,1.26095742615291,1,104,2
1500,37780,31618,1.19488898728572,0.914750192836898,1.30624622617464,1,104,2
1500,38785,33534,1.15658734418799,0.914750192836898,1.26437507556143,1,104,2
0,26441,30414,0.869369369369369,0.878494596506171,0.98961265422338,2,104,1
0,27961,32166,0.869271902008332,0.878494596506171,0.98950170606112,2,104,1
0,27438,30594,0.896842518140812,0.878494596506171,1.0208856397155,2,104,1
200,28394,30810,0.921583901330737,0.878494596506171,1.04904902659155,2,104,1
200,28242,30337,0.930942413554406,0.878494596506171,1.05970192333205,2,104,1
200,27353,30456,0.898115313895456,0.878494596506171,1.022334477033,2,104,1
400,29958,31769,0.94299474330322,0.878494596506171,1.07342122200133,2,104,1
400,30176,30630,0.985177930133856,0.878494596506171,1.12143880457771,2,104,1
400,29737,31285,0.950519418251558,0.878494596506171,1.08198664172988,2,104,1
600,32740,31876,1.027105031999,0.878494596506171,1.16916488283919,2,104,1
600,31471,32631,0.964450982194845,0.878494596506171,1.0978450932203,2,104,1
600,29116,30332,0.959910325728603,0.878494596506171,1.09267641434134,2,104,1
0,26427,31170,0.847834456207892,0.874629249655178,0.969364398163165,2,104,2
0,26711,30262,0.882658119093252,0.874629249655178,1.00917974037713,2,104,2
0,25619,28676,0.893395173664388,0.874629249655178,1.02145586145971,2,104,2
800,31726,28742,1.10382019344513,0.874629249655178,1.26204353888269,2,104,2
800,33240,30741,1.08129208548844,0.874629249655178,1.23628621603352,2,104,2
800,33758,30817,1.09543433818996,0.874629249655178,1.2524556417726,2,104,2
1000,34906,33077,1.05529522024367,0.874629249655178,1.20656291869924,2,104,2
1000,33935,32570,1.04190973288302,0.874629249655178,1.19125873425088,2,104,2
1000,33945,31648,1.07257962588473,0.874629249655178,1.22632489858714,2,104,2
1500,30561,29320,1.04232605729877,0.874629249655178,1.19173473527178,2,104,2
1500,33678,32117,1.04860354329483,0.874629249655178,1.19891204611353,2,104,2
1500,35997,31306,1.14984348048297,0.874629249655178,1.31466387722146,2,104,2
0,21283,24099,0.883148678368397,0.880961357764703,1.00248287916878,3,104,1
0,21694,24497,0.885577825856227,0.880961357764703,1.0052402617332,3,104,1
0,22180,25373,0.874157569069483,0.880961357764703,0.992276859098017,3,104,1
200,23402,26330,0.888796050132928,0.880961357764703,1.00889334395791,3,104,1
200,23391,28130,0.831532172058301,0.880961357764703,0.943891766340557,3,104,1
200,24118,26317,0.916441843675191,0.880961357764703,1.04027473577333,3,104,1
400,25791,26906,0.958559429123616,0.880961357764703,1.08808339965763,3,104,1
400,27167,27126,1.00151146501511,0.880961357764703,1.13683926790647,3,104,1
400,26614,27143,0.980510628891427,0.880961357764703,1.11300072386752,3,104,1
600,33454,31011,1.07877849795234,0.880961357764703,1.22454689804961,3,104,1
600,29226,27950,1.04565295169946,0.880961357764703,1.18694530978367,3,104,1
600,28269,28953,0.976375505129002,0.880961357764703,1.10830684742677,3,104,1
0,26064,27316,0.954166056523649,0.910518400244324,1.04793714906543,3,104,2
0,25997,28747,0.904337843948934,0.910518400244324,0.993212046792539,3,104,2
0,25817,29571,0.87305130026039,0.910518400244324,0.958850804142036,3,104,2
800,31482,28882,1.09002146665743,0.910518400244324,1.19714380990537,3,104,2
800,30790,28030,1.0984659293614,0.910518400244324,1.20641815592814,3,104,2
800,31805,29748,1.06914750571467,0.910518400244324,1.17421845118976,3,104,2
1000,33113,29607,1.11841794170298,0.910518400244324,1.22833096113474,3,104,2
1000,34242,30733,1.1141769433508,0.910518400244324,1.22367317678789,3,104,2
1000,34111,29452,1.15818959663181,0.910518400244324,1.27201119309728,3,104,2
1500,33007,29338,1.1250596496012,0.910518400244324,1.2356253858234,3,104,2
1500,36167,31045,1.16498631019488,0.910518400244324,1.27947585670127,3,104,2
1500,38355,33960,1.12941696113074,0.910518400244324,1.24041091407673,3,104,2
