Treatment,DxAm,DxDm,DxAm/DxDm,Mean,Normalized,Replicate,Construct,Plate
0,44665,32073,1.39260437127802,1.38102084971138,1.00838765147468,1,082,1
0,41759,30701,1.3601837073711,1.38102084971138,0.984911782943292,1,082,1
0,44372,31916,1.39027447048502,1.38102084971138,1.00670056558203,1,082,1
200,42781,30269,1.41336020350854,1.38102084971138,1.02341699171589,1,082,1
200,44113,31042,1.42107467302365,1.38102084971138,1.02900305474797,1,082,1
200,46456,34405,1.35026885627089,1.38102084971138,0.977732419139859,1,082,1
400,48371,33955,1.42456192018848,1.38102084971138,1.03152817749725,1,082,1
400,48944,34501,1.41862554708559,1.38102084971138,1.02722963768583,1,082,1
400,49578,33374,1.48552765625936,1.38102084971138,1.07567359071358,1,082,1
600,51888,32493,1.59689779337088,1.38102084971138,1.15631693301706,1,082,1
600,51053,32554,1.56825582109725,1.38102084971138,1.13557722276605,1,082,1
600,48535,31603,1.53577192038731,1.38102084971138,1.11205556433726,1,082,1
0,42611,32580,1.30788827501535,1.39938336143324,0.934617568752436,1,082,2
0,46430,31884,1.45621628402961,1.39938336143324,1.04061283288245,1,082,2
0,45171,31499,1.43404552525477,1.39938336143324,1.02476959836512,1,082,2
800,50841,29973,1.69622660394355,1.39938336143324,1.21212431896166,1,082,2
800,47828,29130,1.64188122210779,1.39938336143324,1.17328908386204,1,082,2
800,50075,29685,1.68687889506485,1.39938336143324,1.20544444185556,1,082,2
1000,53317,30033,1.7752805247561,1.39938336143324,1.26861628748956,1,082,2
1000,50093,27483,1.82269039042317,1.39938336143324,1.30249539951395,1,082,2
1000,49891,28366,1.75883099485299,1.39938336143324,1.2568614457811,1,082,2
1500,57865,32877,1.76004501627277,1.39938336143324,1.2577289860515,1,082,2
1500,54636,29933,1.82527645073999,1.39938336143324,1.3043433994174,1,082,2
1500,52804,28495,1.85309703456747,1.39938336143324,1.32422400154132,1,082,2
0,41099,32188,1.27684230147881,1.22675263240337,1.04083110787976,2,082,1
0,40945,33156,1.23491977319339,1.22675263240337,1.00665752864456,2,082,1
0,40139,34351,1.16849582253792,1.22675263240337,0.952511363475681,2,082,1
200,44863,35276,1.27177117587028,1.22675263240337,1.03669732778866,2,082,1
200,42855,33890,1.26453231041605,1.22675263240337,1.03079649231212,2,082,1
200,43446,34884,1.24544203646371,1.22675263240337,1.01523485955251,2,082,1
400,46158,35754,1.29098842087599,1.22675263240337,1.05236246230568,2,082,1
400,46811,34772,1.346226849189,1.22675263240337,1.0973906341261,2,082,1
400,42019,32377,1.2978039966643,1.22675263240337,1.0579182488663,2,082,1
600,45452,31756,1.43128857538733,1.22675263240337,1.16672957333154,2,082,1
600,42703,30141,1.41677449321522,1.22675263240337,1.15489827027277,2,082,1
600,40424,28774,1.40487940501842,1.22675263240337,1.14520186703498,2,082,1
0,45008,34437,1.30696634433894,1.25199927941777,1.04390343175495,2,082,2
0,42027,34414,1.22121810890916,1.25199927941777,0.975414386402105,2,082,2
0,41187,33545,1.22781338500522,1.25199927941777,0.980682181842945,2,082,2
800,47658,30474,1.56389052963182,1.25199927941777,1.24911456048049,2,082,2
800,48061,30346,1.58376721808476,1.25199927941777,1.26499051886137,2,082,2
800,49351,32357,1.52520320178014,1.25199927941777,1.21821412108912,2,082,2
1000,47315,29250,1.61760683760684,1.25199927941777,1.29201898451498,2,082,2
1000,51340,32048,1.60197204193709,1.25199927941777,1.27953112136141,2,082,2
1000,51014,31205,1.63480211504567,1.25199927941777,1.30575323957527,2,082,2
1500,45433,31168,1.45768095482546,1.25199927941777,1.1642825828968,2,082,2
1500,51442,32271,1.59406278082489,1.25199927941777,1.27321381651768,2,082,2
1500,46160,29583,1.56035560964067,1.25199927941777,1.2462911403322,2,082,2
0,33978,30352,1.11946494464945,1.08397666044843,1.03273897445941,3,082,1
0,34908,32515,1.07359680147624,1.08397666044843,0.990424278168594,3,082,1
0,33438,31579,1.05886823521961,1.08397666044843,0.976836747371999,3,082,1
200,32626,28835,1.13147216923877,1.08397666044843,1.04381598840947,3,082,1
200,33625,29824,1.12744769313305,1.08397666044843,1.04010329213789,3,082,1
200,34263,30783,1.11304941038885,1.08397666044843,1.02682045748881,3,082,1
400,35734,28131,1.27027123102627,1.08397666044843,1.17186216029852,3,082,1
400,37786,31887,1.18499702072945,1.08397666044843,1.09319422084164,3,082,1
400,33829,29903,1.13129117479852,1.08397666044843,1.04364901577356,3,082,1
600,37546,29045,1.29268376656912,1.08397666044843,1.19253837627311,3,082,1
600,37485,30639,1.223440712817,1.08397666044843,1.12865964504335,3,082,1
600,37800,30326,1.24645518696828,1.08397666044843,1.14989116689342,3,082,1
0,29286,29507,0.992510251804657,1.04217922034877,0.952341240763282,3,082,2
0,31778,28641,1.10952829859293,1.04217922034877,1.06462331711202,3,082,2
0,30527,29797,1.02449911064872,1.04217922034877,0.983035442124696,3,082,2
800,35412,27249,1.29957062644501,1.04217922034877,1.24697422580552,3,082,2
800,38396,27314,1.40572600131801,1.04217922034877,1.34883326578664,3,082,2
800,37638,27484,1.36945131712997,1.04217922034877,1.31402669559241,3,082,2
1000,35715,26911,1.32715246553454,1.04217922034877,1.27343976892036,3,082,2
1000,37054,27109,1.3668523368623,1.04217922034877,1.3115329016106,3,082,2
1000,34181,24818,1.37726650012088,1.04217922034877,1.3215255814254,3,082,2
1500,35533,27886,1.27422362475794,1.04217922034877,1.22265307144727,3,082,2
1500,36366,28259,1.28688205527443,1.04217922034877,1.23479918822769,3,082,2
1500,38344,29473,1.30098734434907,1.04217922034877,1.24833360610825,3,082,2
