Wavelength [nm],Condition_1,Condition_2,Condition_3,Condition_4,Replicate,Plate,Construct
460,0.527323570369705,0.48549301307593,0.583703914523225,0.507636803560241,Replica 1,1,076
461,0.539081802255065,0.486548066670408,0.549764606828181,0.533182829613947,Replica 1,1,076
462,0.560880014374916,0.634053538357933,0.632502045608168,0.54447060856791,Replica 1,1,076
463,0.653777907551323,0.565957685616477,0.63568014989268,0.590723498023288,Replica 1,1,076
464,0.583778805983559,0.599730624614176,0.669038386281974,0.673086478429,Replica 1,1,076
465,0.70339382777054,0.678096413940176,0.718595467643815,0.663570178660157,Replica 1,1,076
466,0.687031130676969,0.731578652000674,0.84248224174938,0.688846162155156,Replica 1,1,076
467,0.771259152778402,0.745979011167854,0.782987655199402,0.747942275702651,Replica 1,1,076
468,0.765172274381205,0.726875806723161,0.91508057917393,0.794119553241591,Replica 1,1,076
469,0.8413144063609,0.862641001178517,0.912934172922077,0.842424766143144,Replica 1,1,076
470,0.849063384394232,0.7913463157304,0.926227661365873,0.825055628767094,Replica 1,1,076
471,0.906428282646781,0.897816936977384,0.962123637743546,0.870465985439305,Replica 1,1,076
472,0.84010152284264,0.850754812279028,0.924650467821694,0.918457948972758,Replica 1,1,076
473,0.935267957414312,0.956248947752399,0.992837406761773,0.875531983840653,Replica 1,1,076
474,0.86440411481964,0.921308715416129,1.06793790838047,0.886722547473482,Replica 1,1,076
475,0.909999550783882,0.913777428587463,0.974231266379689,0.938927174922768,Replica 1,1,076
476,0.965365437311891,0.906818564453673,0.950940979757373,0.929799736438463,Replica 1,1,076
477,0.849939355824087,0.870093720186318,1.11368837975974,0.962345265613861,Replica 1,1,076
478,0.923509725528952,0.976945956563219,0.971005727702871,0.937857806390287,Replica 1,1,076
479,0.911032747854993,0.874594533924463,1.00534822773252,0.976733133141783,Replica 1,1,076
480,0.862191725439109,0.915068185644537,1.03199449761049,0.903908055909611,Replica 1,1,076
481,0.94867705853286,0.903451372130872,0.955897873753365,0.866761001533842,Replica 1,1,076
482,0.866302052917659,0.831752623604018,0.967412572485681,0.86051761757653,Replica 1,1,076
483,0.89867930461345,0.891374375666424,1.01471652021298,0.904016072933094,Replica 1,1,076
484,0.870154081128431,0.817228800718334,0.923334163435199,0.868878135194107,Replica 1,1,076
485,0.8416737792552,0.810213816712498,0.879635229523166,0.82097258527944,Replica 1,1,076
486,0.840629351781142,0.845367304562546,0.848968894897245,0.844142236816522,Replica 1,1,076
487,0.785914828624051,0.783590549413547,0.86363798071792,0.836861889433775,Replica 1,1,076
488,0.805163739274965,0.821987765867894,0.830327178720932,0.842738015511245,Replica 1,1,076
489,0.83363281074525,0.851933329592009,0.941584545874987,0.846183758560349,Replica 1,1,076
490,0.934672746058129,0.798900050507885,0.91805708729114,0.87757350558448,Replica 1,1,076
491,0.817719329769552,0.816050283405354,0.917891066918069,0.841150165266046,Replica 1,1,076
492,0.75904047437222,0.890532577585723,0.898407390278321,0.851649419948584,Replica 1,1,076
493,0.869345492116257,0.882013581009035,0.894055284784233,0.905647129987686,Replica 1,1,076
494,0.817213961636944,0.860609461810427,0.963356931943506,0.852664779969323,Replica 1,1,076
495,0.844649836036117,0.890308098097536,0.999490080282709,0.868608092635399,Replica 1,1,076
