Wavelength [nm],Condition_5,Condition_6,Condition_7,Condition_8,Replicate,Plate,Construct
460,0.490529944714217,0.402080992133569,0.395477893040588,0.381467764936254,Replica 1,2,197
461,0.574299468163377,0.46427998073527,0.458183100010072,0.438509673711768,Replica 1,2,197
462,0.668737255891194,0.521231337293306,0.521281095780038,0.513057914564843,Replica 1,2,197
463,0.734712324735658,0.58469457376786,0.56096283613657,0.583051316433604,Replica 1,2,197
464,0.802873599461857,0.654589420452721,0.618320072514855,0.611519060085563,Replica 1,2,197
465,0.88360555800803,0.713487317386418,0.698418773290362,0.708884064448843,Replica 1,2,197
466,0.955918521788485,0.769615909455771,0.764397220263874,0.753655577549326,Replica 1,2,197
467,1.03877362258519,0.850848852143201,0.816215127404572,0.809133090692378,Replica 1,2,197
468,1.10628323978895,0.891104109808958,0.864256219156008,0.857150458676543,Replica 1,2,197
469,1.15033318618486,0.94395167763686,0.934404270319267,0.883064087010195,Replica 1,2,197
470,1.20227659708646,0.991391074008669,0.977329036156713,0.931847689589852,Replica 1,2,197
471,1.21727523070778,1.00735471183175,0.98473159431967,0.986101355809548,Replica 1,2,197
472,1.25549179121734,1.00558877829507,1.04516064054789,0.976565991954537,Replica 1,2,197
473,1.31798784974039,1.07843353668326,1.0235572565213,1.01141902390226,Replica 1,2,197
474,1.31039919278552,1.06147656124579,1.06629066371236,1.00617244535257,Replica 1,2,197
475,1.31733619221795,1.05832597527693,1.0516164769866,1.02125236787774,Replica 1,2,197
476,1.32196085850623,1.06419569754375,1.04228018934434,1.00434199604112,Replica 1,2,197
477,1.30439763721595,1.07123936426393,1.04602679021049,1.01708064619118,Replica 1,2,197
478,1.26148283618171,1.03308115267298,1.03135260348474,0.96963795415363,Replica 1,2,197
479,1.26398436021946,1.00010033713277,0.990814784973311,0.955771236404657,Replica 1,2,197
480,1.22811166466965,0.975216728206775,0.964256219156008,0.955058212544963,Replica 1,2,197
481,1.18843413003721,0.936175549847488,0.961345553429348,0.916001532469191,Replica 1,2,197
482,1.14024300519224,0.934800931128592,0.916305770973915,0.898920886278015,Replica 1,2,197
483,1.12835551071031,0.914633167442607,0.9107060126901,0.877317327544005,Replica 1,2,197
484,1.1038973324084,0.872812650505699,0.872474569443046,0.853159653491689,Replica 1,2,197
485,1.07433099997898,0.868949670894204,0.85944203847316,0.815560947576783,Replica 1,2,197
486,1.0341174244813,0.851250200674265,0.858968677611038,0.822999808441351,Replica 1,2,197
487,1.01160370814151,0.817366350939156,0.815892839158022,0.805567971393908,Replica 1,2,197
488,1.02846271888335,0.826216086049125,0.834444556350086,0.790413553838622,Replica 1,2,197
489,1.00740997666646,0.817607160057794,0.814563400141001,0.79569205882979,Replica 1,2,197
490,0.990225137163398,0.811576898378552,0.788750125893846,0.760285635229764,Replica 1,2,197
491,0.986956338945996,0.800660218333601,0.805640044314634,0.783783496158185,Replica 1,2,197
492,0.999295789451557,0.79080711189597,0.815127404572465,0.779111593555116,Replica 1,2,197
493,0.998759748586324,0.80957015572323,0.80391781649713,0.797735351084435,Replica 1,2,197
494,1.00268020432617,0.806840985711992,0.819750226608923,0.795383436562161,Replica 1,2,197
495,1.01910828025478,0.822804623535078,0.789958706818411,0.776749036885682,Replica 1,2,197
496,1.05585335603624,0.837413710065821,0.819478295900896,0.795851691037184,Replica 1,2,197
497,1.01425238065208,0.837945496869481,0.844787994762816,0.803950365025648,Replica 1,2,197
498,1.03688171364907,0.839049205329908,0.841575183805016,0.811506289508971,Replica 1,2,197
499,1.03167896407475,0.845320276127789,0.86623023466613,0.819413404848562,Replica 1,2,197
500,1.02342813899224,0.847226681650345,0.84143418269715,0.811708490305004,Replica 1,2,197
501,1.05167013516638,0.853377347888907,0.844254204854467,0.833886724985633,Replica 1,2,197
502,1.04778121124214,0.879856317225879,0.858314029610233,0.83151352616904,Replica 1,2,197
503,1.06022576779971,0.857631642318189,0.845714573471649,0.829704361151906,Replica 1,2,197
504,1.06993756700511,0.857471102905763,0.846429650518683,0.855181661452015,Replica 1,2,197
505,1.03944630131803,0.84460788248515,0.87469030113808,0.84135751229168,Replica 1,2,197
506,1.019434109016,0.863170252046877,0.865041796756975,0.846316752868059,Replica 1,2,197
507,1.03813247566795,0.875100337132766,0.861123980259845,0.857437796649852,Replica 1,2,197
508,1.0309222005003,0.888696018622572,0.870268909255716,0.858980907987996,Replica 1,2,197
509,1.02498370856194,0.893010515331514,0.899949642461476,0.89005597769406,Replica 1,2,197
510,1.04370309642429,0.900254856317226,0.905015610836942,0.883553625779537,Replica 1,2,197
511,1.00506611170671,0.930626906405522,0.924020545875718,0.891343677500372,Replica 1,2,197
512,0.993041979357171,0.92344276769947,0.922157316950348,0.919992337654045,Replica 1,2,197
513,1.01682747892624,0.956152672981217,0.980048343236983,0.949800991848115,Replica 1,2,197
514,1.03295074730403,0.975537807031626,0.985779031120959,0.981652938296831,Replica 1,2,197
515,1,1,1,1,Replica 1,2,197
516,1.01229740808476,0.991712152833521,1.02913687178971,1.03678990273077,Replica 1,2,197
517,1.01735300918627,1.03791740247231,1.05272434283412,1.04577187493349,Replica 1,2,197
518,1.03617750310063,1.0555065018462,1.09183200725149,1.09684353915246,Replica 1,2,197
519,1.0454058144668,1.07159054422861,1.1323295397321,1.12277845178043,Replica 1,2,197
520,1.0421790586702,1.10510314657248,1.13158424816195,1.15110784751932,Replica 1,2,197
521,1.05817619978558,1.1335788248515,1.19964749723034,1.2050209650299,Replica 1,2,197
522,1.0552016985138,1.17632244340986,1.23167489173129,1.20854351573974,Replica 1,2,197
523,1.04810704000336,1.19814576978648,1.23338704804109,1.25460272864653,Replica 1,2,197
524,1.05297345021126,1.1995103547921,1.22523919830799,1.24377966498521,Replica 1,2,197
525,1.04821214605537,1.21722989243859,1.27400543861416,1.28544367111508,Replica 1,2,197
526,1.03391772298249,1.19814576978648,1.25426528351294,1.27160887980759,Replica 1,2,197
527,1.00347901032141,1.22533713276609,1.24297512337597,1.28665687589128,Replica 1,2,197
528,1.03032309600387,1.20055386097287,1.2413233961124,1.26618138475619,Replica 1,2,197
529,0.982804649891741,1.16970019264729,1.23599556853661,1.26040269884852,Replica 1,2,197
530,0.997939921380673,1.16621849414031,1.22452412126095,1.22619883787753,Replica 1,2,197
531,0.942769754682475,1.11054141916841,1.16999697854769,1.17359470446757,Replica 1,2,197
532,0.894568119232305,1.10200272917001,1.11537919226508,1.15456654534619,Replica 1,2,197
533,0.868123436547476,1.08689195697544,1.09176150669755,1.11873443585978,Replica 1,2,197
534,0.857318534401211,1.02393040616471,1.06985597743982,1.06852478556073,Replica 1,2,197
535,0.807182947594122,0.944603868999839,1.01731292174439,1.01252580720686,Replica 1,2,197
536,0.789914023249459,0.930737277251565,0.967076241313325,0.991911968158696,Replica 1,2,197
537,0.767999411406109,0.919770428640231,0.948705811259946,0.932539429155226,Replica 1,2,197
538,0.744403102730655,0.868919569754375,0.885305670258838,0.908552029457463,Replica 1,2,197
539,0.723129637804545,0.815690720821962,0.86944304562393,0.889076900155375,Replica 1,2,197
540,0.703916251497761,0.823456814898057,0.850931614462685,0.849945725049486,Replica 1,2,197
541,0.673340900969078,0.776478969336972,0.810121865243227,0.836951663367601,Replica 1,2,197
542,0.650732589182485,0.74716045914272,0.797038976734817,0.761786177979269,Replica 1,2,197
543,0.644194992747682,0.736334082517258,0.746560580118844,0.753261818104421,Replica 1,2,197
544,0.603624056673183,0.690941563653877,0.733014402256018,0.718057595300428,Replica 1,2,197
545,0.590202013831956,0.661010996949751,0.686635109275859,0.715067151948577,Replica 1,2,197
546,0.552889365369658,0.633889869963076,0.656299728069292,0.66247366068578,Replica 1,2,197
547,0.530281053583065,0.631371407930647,0.635743780843992,0.64824510993338,Replica 1,2,197
548,0.519896575644826,0.582497190560282,0.613787894047739,0.616712427899453,Replica 1,2,197
549,0.500956465073259,0.563202359929363,0.580269916406486,0.58696762658834,Replica 1,2,197
550,0.481438271215657,0.552004735912667,0.570772484640951,0.585850201136581,Replica 1,2,197
