Wavelength [nm],Condition_1,Condition_2,Condition_3,Condition_4,Replicate,Plate,Construct
460,0.457261740925512,0.430445134993341,0.418199858555791,0.411762178881347,Replica 3,1,156
461,0.513740753483571,0.503975140239719,0.476487539187435,0.459801099750838,Replica 3,1,156
462,0.593207035953896,0.547994269340974,0.543325205569102,0.524873270899562,Replica 3,1,156
463,0.65487915018063,0.617448242463376,0.587753464855336,0.598848698341782,Replica 3,1,156
464,0.724905384483055,0.674472335445337,0.655097797059227,0.639928258441447,Replica 3,1,156
465,0.817004988818166,0.749455183825013,0.731087114854809,0.713291519890025,Replica 3,1,156
466,0.845432650954757,0.810081117074943,0.773731488225297,0.751374688547126,Replica 3,1,156
467,0.937822552898675,0.872391944791961,0.844633036722717,0.815136609674371,Replica 3,1,156
468,1.00624677447101,0.929991121514186,0.887235187941353,0.877566801271587,Replica 3,1,156
469,1.03751290211595,0.994703176076516,0.946303978382258,0.92908540252599,Replica 3,1,156
470,1.10924866678135,1.06083780620687,0.990077794314787,0.960585101812871,Replica 3,1,156
471,1.10018493032857,1.06102950078696,1.04707769931495,0.982118309133087,Replica 3,1,156
472,1.11199036642009,1.06628596795674,1.03870715771029,1.00140690780995,Replica 3,1,156
473,1.16716841562016,1.10258686791235,1.081573197378,1.03862015637082,Replica 3,1,156
474,1.17313564424566,1.08957181484321,1.06095823173628,1.01973966835639,Replica 3,1,156
475,1.19727335282986,1.12198837725493,1.08595374563265,1.03444239195807,Replica 3,1,156
476,1.16055608119732,1.06955486500666,1.05770712604368,1.01824684251224,Replica 3,1,156
477,1.17784491656632,1.09395052261996,1.07268543441316,1.01216814159292,Replica 3,1,156
478,1.12107560639945,1.07681908067315,1.04133548666308,0.991290059283444,Replica 3,1,156
479,1.13365516944779,1.02456717381654,1.00383166028057,1.00340450210499,Replica 3,1,156
480,1.11409771202477,1.05587392550143,1.00768443163706,0.955472978778246,Replica 3,1,156
481,1.07435919490796,0.976603172040841,0.967077277093427,0.936957642409142,Replica 3,1,156
482,1.01880483399277,0.973546147947859,0.921952352301635,0.919237047856345,Replica 3,1,156
483,1.00899922587304,0.959885386819484,0.917614026198845,0.919022252770857,Replica 3,1,156
484,0.967303887837605,0.911739779652125,0.913381255475685,0.877652719305782,Replica 3,1,156
485,0.960315241699639,0.894265305298842,0.882094640953376,0.860769825586391,Replica 3,1,156
486,0.956272578702907,0.89852294281448,0.851145803645883,0.841900077326231,Replica 3,1,156
487,0.918942456562876,0.881694176520441,0.858619124523681,0.841803419537761,Replica 3,1,156
488,0.924382848787201,0.86573308043101,0.872457434793164,0.795106967952573,Replica 3,1,156
