Treatment,DxAm,DxDm,DxAm/DxDm,Mean,Normalized,Replicate,Construct,Plate
0,28435,31634,0.898874628564203,0.87319994464118,1.0294029839106,1,083,1
0,26373,31027,0.850001611499662,0.87319994464118,0.973432965400552,1,083,1
0,28531,32767,0.870723593859676,0.87319994464118,0.997164050688847,1,083,1
200,30001,34597,0.867156111801601,0.87319994464118,0.993078523565342,1,083,1
200,29155,32820,0.888330286410725,0.87319994464118,1.017327465333,1,083,1
200,29176,33632,0.867507136060894,0.87319994464118,0.993480521139262,1,083,1
400,31427,35357,0.888848035749639,0.87319994464118,1.01792039864923,1,083,1
400,30728,31527,0.97465664351191,0.87319994464118,1.11618953882598,1,083,1
400,30322,34239,0.885598294342709,0.87319994464118,1.01419875227617,1,083,1
600,32508,33610,0.967212139244273,0.87319994464118,1.10766399514801,1,083,1
600,30177,31015,0.972980815734322,0.87319994464118,1.11427035893153,1,083,1
600,29996,29787,1.00701648370094,0.87319994464118,1.15324845114913,1,083,1
0,28704,32469,0.884043241245496,0.875909623277793,1.00928591004317,1,083,2
0,28745,34049,0.844224499985315,0.875909623277793,0.96382603587125,1,083,2
0,29711,33032,0.899461128602567,0.875909623277793,1.02688805408558,1,083,2
800,33376,35123,0.950260513054124,0.875909623277793,1.08488420243415,1,083,2
800,37368,33046,1.13078738727834,0.875909623277793,1.29098637259716,1,083,2
800,33961,32056,1.05942725230846,0.875909623277793,1.20951662609199,1,083,2
1000,37765,33592,1.12422600619195,0.875909623277793,1.28349543870168,1,083,2
1000,38775,32663,1.18712304442335,0.875909623277793,1.3553031190375,1,083,2
1000,36340,32337,1.12379008566039,0.875909623277793,1.28299776117882,1,083,2
1500,38042,31993,1.18907260963336,0.875909623277793,1.35752887973038,1,083,2
1500,38313,32453,1.180568822605,0.875909623277793,1.34782035866568,1,083,2
1500,35062,31773,1.10351556352878,0.875909623277793,1.25985094146957,1,083,2
0,32894,38724,0.849447371139345,0.851067080423851,0.998096848859788,2,083,1
0,32727,38737,0.844851175878359,0.851067080423851,0.992696340055362,2,083,1
0,32421,37747,0.858902694253848,0.851067080423851,1.00920681108485,2,083,1
200,35168,38828,0.905738127124755,0.851067080423851,1.06423823451575,2,083,1
200,33465,36336,0.920987450462351,0.851067080423851,1.0821561210001,2,083,1
200,34005,37426,0.908592956768022,0.851067080423851,1.06759264653442,2,083,1
400,34889,36425,0.957831159917639,0.851067080423851,1.12544731425943,2,083,1
400,33371,35962,0.927951726822757,0.851067080423851,1.09033911446865,2,083,1
400,32597,34045,0.957468056983404,0.851067080423851,1.12502066994127,2,083,1
600,32346,31639,1.02234583899618,0.851067080423851,1.20125177264173,2,083,1
600,34909,32652,1.06912287149332,0.851067080423851,1.25621457589556,2,083,1
600,32111,31254,1.02742049017726,0.851067080423851,1.20721446500501,2,083,1
0,24228,28643,0.845861117899661,0.879436718738863,0.961821470352807,2,083,2
0,23848,27568,0.865060940220546,0.879436718738863,0.983653424729715,2,083,2
0,27038,29155,0.927388098096381,0.879436718738863,1.05452510491748,2,083,2
800,27373,27489,0.995780130233912,0.879436718738863,1.13229310195495,2,083,2
800,31181,28557,1.09188640263333,0.879436718738863,1.24157472546646,2,083,2
800,31120,30371,1.02466168384314,0.879436718738863,1.16513407049064,2,083,2
1000,33562,28508,1.17728356952434,0.879436718738863,1.33867911634688,2,083,2
1000,37719,33666,1.120388522545,0.879436718738863,1.27398424317746,2,083,2
1000,36691,33210,1.10481782595604,0.879436718738863,1.25627893674985,2,083,2
1500,36576,31330,1.16744334503671,0.879436718738863,1.32748988092157,2,083,2
1500,37095,31816,1.16592280613528,0.879436718738863,1.32576088909188,2,083,2
1500,36945,32516,1.13620986591217,0.879436718738863,1.29197455792103,2,083,2
0,27214,32894,0.827324132060558,0.833092769550633,0.993075636110506,3,083,1
0,27726,32594,0.850647358409523,0.833092769550633,1.0210715895042,3,083,1
0,26019,31680,0.821306818181818,0.833092769550633,0.985852774385292,3,083,1
200,27512,31682,0.868379521494855,0.833092769550633,1.04235632961171,3,083,1
200,27626,32663,0.845788813030034,0.833092769550633,1.01523965150514,3,083,1
200,27705,32648,0.848597157559422,0.833092769550633,1.01861063806514,3,083,1
400,30465,32736,0.930626832844575,0.833092769550633,1.11707467266407,3,083,1
400,27294,28831,0.946689327460026,0.833092769550633,1.13635523204777,3,083,1
400,30088,32369,0.929531341715839,0.833092769550633,1.1157597037089,3,083,1
600,31429,31398,1.00098732403338,0.833092769550633,1.2015316428365,3,083,1
600,29376,31812,0.923425122595247,0.833092769550633,1.10843012488674,3,083,1
600,30506,32134,0.949337150681521,0.833092769550633,1.13953353741575,3,083,1
0,30219,37847,0.798451660633604,0.792556611540093,1.00743801642391,3,083,2
0,29714,38319,0.775437772384457,0.792556611540093,0.978400484070947,3,083,2
0,30702,38197,0.80378040160222,0.792556611540093,1.01416149950515,3,083,2
800,32550,33031,0.985437921952106,0.792556611540093,1.2433659723527,3,083,2
800,37209,36418,1.02172002855731,0.792556611540093,1.28914454018862,3,083,2
800,35515,35612,0.997276199034033,0.792556611540093,1.25830279441632,3,083,2
1000,35974,34148,1.05347311702003,0.792556611540093,1.32920866683949,3,083,2
1000,36163,34809,1.03889798615301,0.792556611540093,1.31081864818997,3,083,2
1000,36205,34106,1.06154342344456,0.792556611540093,1.3393912914079,3,083,2
1500,36242,34542,1.04921544786058,0.792556611540093,1.32383659739049,3,083,2
1500,37029,33617,1.10149626676979,0.792556611540093,1.38980137283741,3,083,2
1500,35557,33532,1.06039007515209,0.792556611540093,1.33793606628496,3,083,2
