Treatment,DxAm,DxDm,DxAm/DxDm,Mean,Normalized,Replicate,Construct,Plate
0,29258,36409,0.803592518333379,0.773010460436348,1.03956228209353,1,110,1
0,25540,34882,0.732182787684192,0.773010460436348,0.947183544283334,1,110,1
0,27880,35595,0.783256075291474,0.773010460436348,1.01325417362314,1,110,1
200,26914,34293,0.784824891377249,0.773010460436348,1.0152836624413,1,110,1
200,29178,34739,0.839920550390052,0.773010460436348,1.0865578066252,1,110,1
200,28972,33973,0.852794866511642,0.773010460436348,1.10321258269941,1,110,1
400,28863,35547,0.811967254620643,0.773010460436348,1.05039620571539,1,110,1
400,31099,34412,0.903725444612344,0.773010460436348,1.16909859680581,1,110,1
400,29942,33987,0.880983905610969,0.773010460436348,1.13967915144857,1,110,1
600,29693,31952,0.929300200300451,0.773010460436348,1.20218321466941,1,110,1
600,29214,33237,0.878960194963444,0.773010460436348,1.13706119121246,1,110,1
600,27926,33284,0.839021752193246,0.773010460436348,1.08539508213076,1,110,1
0,24099,31015,0.777011123649847,0.797333706572617,0.974511822646846,1,110,2
0,25662,31872,0.80515813253012,0.797333706572617,1.00981323866407,1,110,2
0,26539,32771,0.809831863537884,0.797333706572617,1.01567493868909,1,110,2
800,30192,31430,0.960610881323576,0.797333706572617,1.20477896946413,1,110,2
800,29536,32527,0.908045623635749,0.797333706572617,1.1388526737933,1,110,2
800,29926,29275,1.02223740392827,0.797333706572617,1.28206972250353,1,110,2
1000,28487,28852,0.987349230555941,0.797333706572617,1.23831367270313,1,110,2
1000,28709,28421,1.0101333520988,0.797333706572617,1.26688906259954,1,110,2
1000,26216,28442,0.921735461641235,0.797333706572617,1.15602219502718,1,110,2
1500,28253,30093,0.938856212408201,0.797333706572617,1.17749469847942,1,110,2
1500,28050,31028,0.904022173520691,0.797333706572617,1.133806543068,1,110,2
1500,28969,33203,0.872481402282926,0.797333706572617,1.09424873812664,1,110,2
0,24646,31497,0.782487221005175,0.771548056908215,1.01417820186185,2,110,1
0,24997,32919,0.759348704395638,0.771548056908215,0.984188473545688,2,110,1
0,24294,31436,0.772808245323833,0.771548056908215,1.00163332459247,2,110,1
200,26498,32341,0.819331498716799,0.771548056908215,1.06193190609547,2,110,1
200,28018,34214,0.818904542000351,0.771548056908215,1.061378529397,2,110,1
200,28043,34525,0.812251991310644,0.771548056908215,1.05275618807925,2,110,1
400,30095,34951,0.861062630539899,0.771548056908215,1.1160194401764,2,110,1
400,29539,34909,0.846171474404881,0.771548056908215,1.09671907903663,2,110,1
400,29826,33929,0.879071001208406,0.771548056908215,1.13936000918862,2,110,1
600,29938,32887,0.910329309453583,0.771548056908215,1.1798737632773,2,110,1
600,33139,34311,0.965841858296173,0.771548056908215,1.25182333057327,2,110,1
600,31117,34655,0.897907949790795,0.771548056908215,1.16377449434444,2,110,1
0,22891,27710,0.826091663659329,0.814500432884598,1.01423109222138,2,110,2
0,23851,28656,0.832321328866555,0.814500432884598,1.02187954144953,2,110,2
0,23471,29896,0.78508830612791,0.814500432884598,0.963889366329097,2,110,2
800,26540,32290,0.82192629296996,0.814500432884598,1.00911707322127,2,110,2
800,28924,28959,0.998791394730481,0.814500432884598,1.22626257077999,2,110,2
800,32933,33914,0.971073892787639,0.814500432884598,1.19223250667716,2,110,2
1000,29872,31681,0.942899529686563,0.814500432884598,1.15764153291759,2,110,2
1000,31498,30594,1.02954827744002,0.814500432884598,1.26402422377336,2,110,2
1000,30318,29969,1.01164536687911,0.814500432884598,1.24204398921718,2,110,2
1500,27680,27883,0.992719578237636,0.814500432884598,1.21880791974765,2,110,2
1500,30571,30771,0.993500373728511,0.814500432884598,1.21976653862537,2,110,2
1500,32404,29947,1.08204494607139,0.814500432884598,1.32847682135573,2,110,2
0,22870,33898,0.674671072039648,0.686900334904259,0.98219645231893,3,110,1
0,23043,32001,0.720071247773507,0.686900334904259,1.04829072164286,3,110,1
0,22889,34370,0.665958684899622,0.686900334904259,0.969512826038211,3,110,1
200,23596,35275,0.668915662650602,0.686900334904259,0.973817639416112,3,110,1
200,22384,34290,0.6527850685331,0.686900334904259,0.950334474103999,3,110,1
200,24297,32239,0.753652408573467,0.686900334904259,1.09717868848981,3,110,1
400,26332,32438,0.811763980516678,0.686900334904259,1.1817784025827,3,110,1
400,25544,36188,0.705869348955455,0.686900334904259,1.02761538040863,3,110,1
400,23526,35119,0.669893789686494,0.686900334904259,0.975241611695917,3,110,1
600,26342,34040,0.77385428907168,0.686900334904259,1.12658889470412,3,110,1
600,26322,33994,0.774313114078955,0.686900334904259,1.12725685915829,3,110,1
600,24714,34248,0.721618780658725,0.686900334904259,1.05054364365582,3,110,1
0,23862,32380,0.736936380481779,0.710356500958111,1.03741766210039,3,110,2
0,22937,34240,0.669889018691589,0.710356500958111,0.943032150459747,3,110,2
0,23522,32478,0.724244103700967,0.710356500958111,1.01955018743986,3,110,2
800,28315,33332,0.849483979359174,0.710356500958111,1.19585585296033,3,110,2
800,28071,33058,0.84914392885232,0.710356500958111,1.19537714894847,3,110,2
800,28378,33757,0.840655271499245,0.710356500958111,1.18342729371152,3,110,2
1000,27757,32564,0.852382999631495,0.710356500958111,1.19993693093795,3,110,2
1000,26587,28745,0.924926074099843,0.710356500958111,1.30205899833721,3,110,2
1000,26011,30396,0.855737597052244,0.710356500958111,1.20465934484733,3,110,2
1500,28742,32343,0.88866215255233,0.710356500958111,1.25100868557369,3,110,2
1500,27866,33068,0.842687794846982,0.710356500958111,1.18628856596707,3,110,2
1500,26761,30900,0.866051779935275,0.710356500958111,1.21917907243358,3,110,2
