Treatment,DxAm,DxDm,DxAm/DxDm,Mean,Normalized,Replicate,Construct,Plate
0,20053,26362,0.760678248994765,0.765362293259563,0.993879964683328,1,165,1
0,20662,26359,0.783868887287075,0.765362293259563,1.02418017478846,1,165,1
0,20744,27602,0.751539743496848,0.765362293259563,0.981939860528213,1,165,1
200,21727,27456,0.791338869463869,0.765362293259563,1.03394023514495,1,165,1
200,22569,27698,0.814824175030688,0.765362293259563,1.06462544889751,1,165,1
200,22949,28884,0.79452291926326,0.765362293259563,1.03810042153959,1,165,1
400,25228,27803,0.907384095241521,0.765362293259563,1.18556153501776,1,165,1
400,24738,31482,0.785782351820088,0.765362293259563,1.02668025161464,1,165,1
400,25577,29898,0.855475282627601,0.765362293259563,1.11773899780751,1,165,1
600,26233,29521,0.888621659157888,0.765362293259563,1.16104708447732,1,165,1
600,28898,30121,0.959397098369908,0.765362293259563,1.25352020450861,1,165,1
600,27422,29775,0.920973971452561,0.765362293259563,1.20331767002823,1,165,1
0,23804,30263,0.78657106037075,0.783198956156386,1.00430555248811,1,165,2
0,25698,33231,0.773314074207818,0.783198956156386,0.987378836666127,1,165,2
0,27587,34933,0.789711733890591,0.783198956156386,1.00831561084576,1,165,2
800,32357,31275,1.03459632294165,0.783198956156386,1.3209878726333,1,165,2
800,32315,31616,1.02210905870445,0.783198956156386,1.30504394913974,1,165,2
800,32941,30888,1.06646594146594,0.783198956156386,1.36167947248003,1,165,2
1000,34662,32600,1.06325153374233,0.783198956156386,1.35757526920149,1,165,2
1000,34031,31987,1.0639009597649,0.783198956156386,1.35840446594322,1,165,2
1000,33119,31762,1.04272400982306,0.783198956156386,1.33136542334059,1,165,2
1500,35693,34298,1.04067292553502,0.783198956156386,1.32874656861419,1,165,2
1500,35323,32682,1.08080900801665,0.783198956156386,1.37999291178937,1,165,2
1500,33147,31707,1.04541583877377,0.783198956156386,1.33480239032013,1,165,2
0,22360,30166,0.741231850427634,0.72266986656161,1.02568528829677,2,165,1
0,20911,28819,0.725597695964468,0.72266986656161,1.00405140651123,2,165,1
0,22104,31524,0.701180053292729,0.72266986656161,0.970263305192,2,165,1
200,22434,30971,0.724355041813309,0.72266986656161,1.00233187424808,2,165,1
200,22352,30921,0.72287442191391,0.72266986656161,1.00028305504597,2,165,1
200,22649,30746,0.736648669745658,0.72266986656161,1.01934327668948,2,165,1
400,24554,31817,0.771725806958544,0.72266986656161,1.06788153577004,2,165,1
400,25105,30956,0.810989791962786,0.72266986656161,1.12221337776458,2,165,1
400,25218,30612,0.823794590356723,0.72266986656161,1.13993211627358,2,165,1
600,26387,31333,0.842147256885712,0.72266986656161,1.16532776009129,2,165,1
600,25980,31572,0.822881033827442,0.72266986656161,1.13866797538221,2,165,1
600,26078,30224,0.86282424563261,0.72266986656161,1.19393970269971,2,165,1
0,23264,34109,0.68204872614266,0.711929324156503,0.958028701726474,2,165,2
0,23054,31434,0.733409683781892,0.711929324156503,1.03017203940973,2,165,2
0,22032,30586,0.720329562544955,0.711929324156503,1.0117992588638,2,165,2
800,28014,30212,0.927247451343837,0.711929324156503,1.30244312164335,2,165,2
800,27743,32321,0.858358342873055,0.711929324156503,1.20567915065171,2,165,2
800,27825,31450,0.884737678855326,0.711929324156503,1.2427324578933,2,165,2
1000,29118,30291,0.96127562642369,0.711929324156503,1.35024024689897,2,165,2
1000,29514,29630,0.996085048936888,0.711929324156503,1.39913473871449,2,165,2
1000,27940,28648,0.975286232895839,0.711929324156503,1.36992001846723,2,165,2
1500,29125,31669,0.919669077015378,0.711929324156503,1.29179828082655,2,165,2
1500,28773,32001,0.899128152245242,0.711929324156503,1.26294580337807,2,165,2
1500,30863,33114,0.932022709428036,0.711929324156503,1.30915061060633,2,165,2
0,28107,33698,0.834085108908541,0.803644733581994,1.03787790058782,3,165,1
0,25728,32713,0.786476324397029,0.803644733581994,0.978636817405071,3,165,1
0,25401,32138,0.790372767440413,0.803644733581994,0.983485282007106,3,165,1
200,26704,32283,0.827184586314779,0.803644733581994,1.02929136688032,3,165,1
200,27576,32418,0.850638534147696,0.803644733581994,1.05847583963655,3,165,1
200,27134,30912,0.877782091097309,0.803644733581994,1.09225140714215,3,165,1
400,27960,30493,0.916931754828977,0.803644733581994,1.14096654468454,3,165,1
400,27299,30749,0.88780122930827,0.803644733581994,1.10471853072585,3,165,1
400,30105,30962,0.97232090950197,0.803644733581994,1.20988898311839,3,165,1
600,30816,31002,0.994000387071802,0.803644733581994,1.2368654276391,3,165,1
600,31385,32287,0.972063059435686,0.803644733581994,1.2095681323052,3,165,1
600,29912,29640,1.00917678812416,0.803644733581994,1.25574989289865,3,165,1
0,26525,32600,0.813650306748466,0.812075713593652,1.00193897333519,3,165,2
0,22834,28711,0.795304935390617,0.812075713593652,0.979348257899722,3,165,2
0,27228,32913,0.827271898641874,0.812075713593652,1.01871276876509,3,165,2
800,32953,29104,1.13224986256185,0.812075713593652,1.39426637640884,3,165,2
800,32863,28740,1.14345859429367,0.812075713593652,1.40806894622369,3,165,2
800,32595,28286,1.15233684508237,0.812075713593652,1.41900173320413,3,165,2
1000,32883,30198,1.08891317305782,0.812075713593652,1.34090104509971,3,165,2
1000,32637,30531,1.06897907045298,0.812075713593652,1.31635394650883,3,165,2
1000,32899,30220,1.08864990072799,0.812075713593652,1.34057684832173,3,165,2
1500,33629,30400,1.10621710526316,0.812075713593652,1.36220931958161,3,165,2
1500,32726,30607,1.06923252850655,0.812075713593652,1.31666605786659,3,165,2
1500,36082,33433,1.07923309305178,0.812075713593652,1.32898087578051,3,165,2
