Wavelength [nm],Condition_1,Condition_2,Condition_3,Condition_4,Replicate,Plate,Construct
460,0.478891200751728,0.517257392610804,0.470357970641257,0.472675134181777,Replica 1,1,147
461,0.594147258205249,0.565853991668374,0.54746330157095,0.545431475301671,Replica 1,1,147
462,0.644445935968857,0.637656217988117,0.616095802214782,0.60222557764779,Replica 1,1,147
463,0.701698100543661,0.719852489244007,0.712490342518671,0.685107408864245,Replica 1,1,147
464,0.799583864688905,0.771508570648091,0.732642286891579,0.75505957290226,Replica 1,1,147
465,0.843667360225518,0.865492043980059,0.814859644604687,0.819149611094898,Replica 1,1,147
466,0.911510839653668,0.958355528238749,0.884522276590265,0.875347349989215,Replica 1,1,147
467,1.0002147795154,1.00733456258963,0.946484676796291,0.964154749971451,Replica 1,1,147
468,1.01157124639238,1.02749436590863,1.03302858614473,0.983479463526665,Replica 1,1,147
469,1.09697295120478,1.1079287031346,1.09186196240021,1.05917955615333,Replica 1,1,147
470,1.13374051949795,1.16492522024175,1.09303373680144,1.11717907398713,Replica 1,1,147
471,1.17170279884556,1.19312982312368,1.14038114859645,1.11677303929654,Replica 1,1,147
472,1.19342237734076,1.21804275080243,1.1686453772856,1.13460049993021,Replica 1,1,147
473,1.2672662594805,1.22955678481186,1.17267576616019,1.18648412023702,Replica 1,1,147
474,1.24131820927579,1.24053814109131,1.23221735771311,1.19889355546815,Replica 1,1,147
475,1.23024364051279,1.23273919278836,1.21998454802987,1.1732118612884,Replica 1,1,147
476,1.18340828243506,1.23417332513829,1.20131341746073,1.1983225691845,Replica 1,1,147
477,1.21469897308544,1.21002526804617,1.19723152201906,1.17106749057873,Replica 1,1,147
478,1.14995637291093,1.1860274533907,1.18628637651301,1.13399144789433,Replica 1,1,147
479,1.17103161285992,1.14647271733934,1.14003347926861,1.13505728895713,Replica 1,1,147
480,1.15018457614605,1.12974117325685,1.11820757146536,1.08299602847318,Replica 1,1,147
481,1.1409624807034,1.12842996653691,1.12437548287407,1.05834210960399,Replica 1,1,147
482,1.1102758574401,1.07830362630608,1.04119237702807,1.09332453591504,Replica 1,1,147
483,1.05276864219075,1.06583350406338,1.04220963172805,1.02361345497456,Replica 1,1,147
484,1.04660715484261,1.07070955405313,1.01949523564254,0.989493852381013,Replica 1,1,147
485,1.04870125511779,1.0253090213754,0.984045840844708,0.983022674499753,Replica 1,1,147
486,0.99523457950198,1.01394522980264,0.981444759206799,0.985953737422441,Replica 1,1,147
487,0.998590509430163,0.989892781533839,0.923422611382951,0.94235576252046,Replica 1,1,147
488,0.955070810121485,1.0073618793963,0.98787020345094,0.961414015809976,Replica 1,1,147
489,0.984441908852943,0.992310318923718,0.948441926345609,0.929984393041581,Replica 1,1,147
490,0.935673535136586,0.95645701017551,0.910533092969354,0.923893872682747,Replica 1,1,147
491,0.977676354117726,0.962056955541897,0.96050733968581,0.925035845250029,Replica 1,1,147
492,0.927162896838714,0.951143891279109,0.946085500901365,0.917422694801487,Replica 1,1,147
493,0.983918383784147,0.969254934098204,0.95853721349472,0.94094732968748,Replica 1,1,147
494,0.956909859722129,0.951020965649116,0.969559618851404,0.909543084087247,Replica 1,1,147
495,0.972816967581717,0.948125384142594,0.940226628895184,0.940338277651597,Replica 1,1,147
496,0.975662796160816,1.00239022058321,0.964228689157868,0.934514217558463,Replica 1,1,147
497,0.983529095912477,1.02309636003551,0.979719289209374,0.946885587037343,Replica 1,1,147
