Treatment,DxAm,DxDm,DxAm/DxDm,Mean,Normalized,Replicate,Construct,Plate
0,29789,45861,0.649549726347005,0.673090694090899,0.965025563493061,1,070,1
0,32372,47229,0.685426327044824,0.673090694090899,1.01832685113941,1,070,1
0,30328,44320,0.684296028880866,0.673090694090899,1.01664758536753,1,070,1
200,29554,41446,0.713072431597742,0.673090694090899,1.05940022326537,1,070,1
200,27428,39192,0.699836701367626,0.673090694090899,1.03973611210426,1,070,1
200,25530,36188,0.705482480380237,0.673090694090899,1.04812395502375,1,070,1
400,23051,31395,0.73422519509476,0.673090694090899,1.09082654319925,1,070,1
400,20275,28912,0.701265910348644,0.673090694090899,1.04185946486127,1,070,1
400,21156,30123,0.70232048600737,0.673090694090899,1.0434262309271,1,070,1
600,25485,32310,0.788765088207985,0.673090694090899,1.17185558370157,1,070,1
600,22686,29009,0.7820331621221,0.673090694090899,1.1618540695743,1,070,1
600,21544,28963,0.743845596105376,0.673090694090899,1.10511941798578,1,070,1
0,32652,49311,0.662164628581858,0.678677670906634,0.975668799737118,1,070,2
0,30728,47223,0.650699870825657,0.678677670906634,0.958776012118386,1,070,2
0,30611,42329,0.723168513312386,0.678677670906634,1.0655551881445,1,070,2
800,28478,37201,0.765517055993118,0.678677670906634,1.12795379722819,1,070,2
800,28697,34035,0.84316145144704,0.678677670906634,1.24235920465849,1,070,2
800,28053,33775,0.830584752035529,0.678677670906634,1.22382802269885,1,070,2
1000,26128,31317,0.834307245266149,0.678677670906634,1.22931294343545,1,070,2
1000,27888,33254,0.838635953569495,0.678677670906634,1.23569109390202,1,070,2
1000,25966,30153,0.861141511624051,0.678677670906634,1.26885198753285,1,070,2
1500,27719,32172,0.861587716026358,0.678677670906634,1.26950944897801,1,070,2
1500,28155,32476,0.866947899987683,0.678677670906634,1.27740743087885,1,070,2
1500,29913,32319,0.925554627309013,0.678677670906634,1.36376171927475,1,070,2
0,30997,44507,0.69645224346732,0.681574143572918,1.02182902628379,2,070,1
0,27717,41398,0.669525097830813,0.681574143572918,0.982321738792875,2,070,1
0,24707,36401,0.67874508942062,0.681574143572918,0.995849234923339,2,070,1
200,26933,35636,0.755780671231339,0.681574143572918,1.10887520948113,2,070,1
200,24840,36048,0.689081225033289,0.681574143572918,1.0110143284207,2,070,1
200,23913,31427,0.760906227129538,0.681574143572918,1.11639538310645,2,070,1
400,22068,28835,0.765319923703832,0.681574143572918,1.12287112256329,2,070,1
400,23984,31022,0.773128747340597,0.681574143572918,1.13432816463332,2,070,1
400,22513,30870,0.729284094590217,0.681574143572918,1.06999964929303,2,070,1
600,23505,30232,0.777487430537179,0.681574143572918,1.14072318891305,2,070,1
600,25955,33891,0.765837537989437,0.681574143572918,1.12363056200283,2,070,1
600,26993,32614,0.82765070215245,0.681574143572918,1.21432233008984,2,070,1
0,28193,43907,0.642107181087298,0.686332747571745,0.935562499908509,2,070,2
0,27367,38415,0.712404008850709,0.686332747571745,1.03798632860111,2,070,2
0,24948,35413,0.704487052777229,0.686332747571745,1.02645117149038,2,070,2
800,27435,31143,0.880936325980156,0.686332747571745,1.28354115273812,2,070,2
800,25285,29308,0.862733724580319,0.686332747571745,1.25701961276463,2,070,2
800,23902,28435,0.840583787585722,0.686332747571745,1.22474672898783,2,070,2
1000,22654,26232,0.863601707837755,0.686332747571745,1.25828428104763,2,070,2
1000,25270,29682,0.851357725220672,0.686332747571745,1.24044456312596,2,070,2
1000,28437,29502,0.963900752491357,0.686332747571745,1.40442191619393,2,070,2
1500,28253,32512,0.869002214566929,0.686332747571745,1.26615292311415,2,070,2
1500,29306,32128,0.912163844621514,0.686332747571745,1.32904024738549,2,070,2
1500,31582,34640,0.911720554272517,0.686332747571745,1.32839436482988,2,070,2
0,28342,41207,0.687795762855825,0.699952477235731,0.982632086069736,3,070,1
0,28173,38813,0.725865045216809,0.699952477235731,1.03702046756576,3,070,1
0,24876,36252,0.686196623634558,0.699952477235731,0.980347446364505,3,070,1
200,26562,35750,0.742993006993007,0.699952477235731,1.06149064566105,3,070,1
200,25939,33101,0.783631914443672,0.699952477235731,1.11955016937494,3,070,1
200,24280,30654,0.792066288249494,0.699952477235731,1.13160009287708,3,070,1
400,22086,27984,0.789236706689537,0.699952477235731,1.12755755905945,3,070,1
400,18876,25356,0.744439185991481,0.699952477235731,1.0635567559264,3,070,1
400,18336,24442,0.750184109320023,0.699952477235731,1.07176434646345,3,070,1
600,22812,25238,0.903875108962675,0.699952477235731,1.29133782415098,3,070,1
600,24410,29544,0.826225291091254,0.699952477235731,1.18040198150909,3,070,1
600,27016,31513,0.85729698854441,0.699952477235731,1.22479313442831,3,070,1
0,28617,41414,0.69099821316463,0.696261320534006,0.992440902267356,3,070,2
0,24913,35364,0.704473475851148,0.696261320534006,1.01179464530766,3,070,2
0,24580,35453,0.693312272586241,0.696261320534006,0.995764452424984,3,070,2
800,27895,33528,0.831991171558101,0.696261320534006,1.19494096113223,3,070,2
800,29773,34197,0.870631926777203,0.696261320534006,1.25043845047928,3,070,2
800,27622,31849,0.867279977393325,0.696261320534006,1.24562423879608,3,070,2
1000,28857,31435,0.917989502147288,0.696261320534006,1.31845540614438,3,070,2
1000,27060,31024,0.872227952552862,0.696261320534006,1.25273073030094,3,070,2
1000,25058,30196,0.829845012584448,0.696261320534006,1.1918585567097,3,070,2
