Treatment,DxAm,DxDm,DxAm.DxDm,Mean,Normalized,Replicate,Construct,Plate
200,22998,25029,0.918854129,0.906176706,1.013990012,1,45,1
400,22224,22675,0.980110254,0.906176706,1.081588444,1,45,1
400,21901,24150,0.906873706,0.906176706,1.000769165,1,45,1
400,23984,24566,0.976308719,0.906176706,1.077393308,1,45,1
600,21972,23231,0.945805174,0.906176706,1.043731501,1,45,1
600,26230,28525,0.919544259,0.906176706,1.014751596,1,45,1
600,20924,23657,0.88447394,0.906176706,0.976050183,1,45,1
0,23819,24947,0.954784142,0.963416376,0.991039976,1,45,2
0,22640,23901,0.947240701,0.963416376,0.983210089,1,45,2
0,25344,25646,0.988224284,0.963416376,1.025749934,1,45,2
800,27172,27754,0.97903005,0.963416376,1.016206569,1,45,2
800,27404,27973,0.979658957,0.963416376,1.016859357,1,45,2
800,29729,27684,1.073869383,0.963416376,1.114647218,1,45,2
1000,28918,29220,0.989664613,0.963416376,1.027244956,1,45,2
1000,31064,27435,1.132276289,0.963416376,1.175271998,1,45,2
1000,31677,30099,1.052426991,0.963416376,1.092390598,1,45,2
1500,30251,30065,1.006186596,0.963416376,1.044394325,1,45,2
1500,28438,28261,1.006263048,0.963416376,1.04447368,1,45,2
1500,30077,29356,1.024560567,0.963416376,1.063466007,1,45,2
0,22467,26340,0.852961276,0.865253788,0.985793171,2,45,1
0,25895,28591,0.905704592,0.865253788,1.046750219,2,45,1
0,24290,29017,0.837095496,0.865253788,0.967456609,2,45,1
200,26884,29811,0.901814766,0.865253788,1.04225463,2,45,1
200,24297,29822,0.814734089,0.865253788,0.941612854,2,45,1
200,22506,25960,0.866949153,0.865253788,1.001959384,2,45,1
400,22169,30466,0.727663625,0.865253788,0.840982883,2,45,1
400,26733,31809,0.840422522,0.865253788,0.971301754,2,45,1
400,25300,29651,0.853259587,0.865253788,0.986137938,2,45,1
600,27390,31162,0.878955138,0.865253788,1.015835065,2,45,1
600,25039,28555,0.8768692,0.865253788,1.013424283,2,45,1
600,27452,31423,0.873627598,0.865253788,1.009677865,2,45,1
0,23115,25658,0.900888612,0.833768557,1.080502022,2,45,2
0,23957,29756,0.805114935,0.833768557,0.965633601,2,45,2
0,23836,29971,0.795302125,0.833768557,0.953864377,2,45,2
800,26680,32071,0.831904213,0.833768557,0.997763954,2,45,2
800,29565,32063,0.922090884,0.833768557,1.105931467,2,45,2
800,25532,29031,0.879473666,0.833768557,1.054817501,2,45,2
1000,29101,32776,0.887875275,0.833768557,1.064894169,2,45,2
1000,25947,29797,0.870792362,0.833768557,1.044405374,2,45,2
1000,27984,34745,0.80541085,0.833768557,0.965988515,2,45,2
1500,26895,34069,0.789427339,0.833768557,0.946818313,2,45,2
1500,27826,33882,0.821262027,0.833768557,0.984999998,2,45,2
1500,28857,31992,0.902006752,0.833768557,1.081843089,2,45,2
0,23761,27406,0.866999927,0.884415714,0.980308144,3,45,1
0,24406,26929,0.906309183,0.884415714,1.024754726,3,45,1
0,24992,28402,0.879938033,0.884415714,0.99493713,3,45,1
200,25355,25782,0.983438058,0.884415714,1.111963573,3,45,1
200,23581,27979,0.842810679,0.884415714,0.952957603,3,45,1
200,25139,30518,0.823743365,0.884415714,0.931398381,3,45,1
400,26612,26880,0.990029762,0.884415714,1.119416747,3,45,1
400,25822,28703,0.899627217,0.884415714,1.017199494,3,45,1
400,24463,30594,0.799601229,0.884415714,0.90410111,3,45,1
600,25970,30959,0.838851384,0.884415714,0.948480868,3,45,1
600,28658,32147,0.891467322,0.884415714,1.007973182,3,45,1
600,29669,30302,0.97911029,0.884415714,1.107070209,3,45,1
0,24440,26727,0.9144311,0.914146335,1.000311509,3,45,2
0,23599,25824,0.913839839,0.914146335,0.999664719,3,45,2
0,22867,25014,0.914168066,0.914146335,1.000023772,3,45,2
800,27958,27894,1.0022944,0.914146335,1.096426646,3,45,2
800,26635,27693,0.9617954,0.914146335,1.052124111,3,45,2
800,27829,30940,0.899450549,0.914146335,0.983924034,3,45,2
1000,28417,30321,0.937205237,0.914146335,1.02522452,3,45,2
1000,30682,29010,1.057635298,0.914146335,1.156964982,3,45,2
1000,32738,33167,0.987065457,0.914146335,1.07976745,3,45,2
1500,31437,32311,0.972950388,0.914146335,1.06432674,3,45,2
1500,31954,31913,1.001284743,0.914146335,1.095322165,3,45,2
1500,29507,31234,0.94470769,0.914146335,1.033431579,3,45,2
0,21950,25973,0.845108382,0.821231718,1.029074211,3,46,1
0,20800,26640,0.780780781,0.821231718,0.950743577,3,46,1
0,22041,26308,0.837805991,0.821231718,1.020182212,3,46,1
200,21576,25370,0.850453291,0.821231718,1.035582617,3,46,1
200,23233,27200,0.854154412,0.821231718,1.040089409,3,46,1
200,23831,26915,0.885417054,0.821231718,1.0781574,3,46,1
400,25526,28851,0.884752695,0.821231718,1.077348422,3,46,1
400,27671,31208,0.886663676,0.821231718,1.079675391,3,46,1
400,26980,31989,0.843414924,0.821231718,1.027012116,3,46,1
600,29925,30541,0.979830392,0.821231718,1.193122928,3,46,1
600,30224,32189,0.938954301,0.821231718,1.143348803,3,46,1
600,30083,32580,0.923357888,0.821231718,1.124357314,3,46,1
0,26674,31057,0.858872396,0.833706374,1.030185714,3,46,2
0,26916,33165,0.811578471,0.833706374,0.973458398,3,46,2
0,25818,31081,0.830668254,0.833706374,0.996355888,3,46,2
800,30597,30016,1.019356343,0.833706374,1.222680281,3,46,2
800,31351,29884,1.049089814,0.833706374,1.258344481,3,46,2
800,28492,26597,1.071248637,0.833706374,1.284923171,3,46,2
1000,31470,29596,1.063319367,0.833706374,1.275412305,3,46,2
1000,31432,29547,1.063796663,0.833706374,1.275984803,3,46,2
1000,32758,30926,1.059238181,0.833706374,1.270517073,3,46,2
1500,33426,31399,1.064556196,0.833706374,1.276895835,3,46,2
1500,33250,30154,1.102672946,0.833706374,1.322615468,3,46,2
1500,35608,33037,1.077821836,0.833706374,1.29280748,3,46,2
0,25735,31339,0.821181276,0.82369087,0.996953233,1,46,1
0,25129,31535,0.796860631,0.82369087,0.96742681,1,46,1
0,25782,30224,0.853030704,0.82369087,1.035619958,1,46,1
200,27223,30576,0.890338828,0.82369087,1.080913799,1,46,1
200,27364,30798,0.888499253,0.82369087,1.078680468,1,46,1
200,26712,31321,0.852846333,0.82369087,1.035396122,1,46,1
400,25912,28358,0.91374568,0.82369087,1.109330834,1,46,1
400,25360,27090,0.936138797,0.82369087,1.136517145,1,46,1
400,29209,29795,0.980332271,0.82369087,1.19017013,1,46,1
600,31013,29900,1.03722408,0.82369087,1.259239501,1,46,1
600,29893,28777,1.038780971,0.82369087,1.26112964,1,46,1
600,30157,30439,0.990735569,0.82369087,1.202800232,1,46,1
0,28102,32877,0.854761688,0.847189216,1.008938348,1,46,2
0,29928,35171,0.850928322,0.847189216,1.004413543,1,46,2
0,28363,33932,0.835877638,0.847189216,0.986648109,1,46,2
800,32855,29911,1.098425328,0.847189216,1.296552539,1,46,2
800,36600,33406,1.095611567,0.847189216,1.293231248,1,46,2
800,36358,31947,1.138072432,0.847189216,1.343350944,1,46,2
1000,35606,30390,1.171635406,0.847189216,1.382967801,1,46,2
1000,37295,31716,1.175904906,0.847189216,1.388007407,1,46,2
1000,37840,32596,1.160878635,0.847189216,1.37027079,1,46,2
1500,39894,32866,1.213838009,0.847189216,1.432782649,1,46,2
1500,37265,30558,1.219484259,0.847189216,1.439447336,1,46,2
1500,37321,30411,1.227220414,0.847189216,1.44857889,1,46,2
0,27808,33412,0.832275829,0.831065898,1.001455879,2,46,1
0,27763,33614,0.825935622,0.831065898,0.993826873,2,46,1
0,29131,34888,0.834986242,0.831065898,1.004717248,2,46,1
200,29244,34364,0.851006868,0.831065898,1.023994451,2,46,1
200,29423,34266,0.858664565,0.831065898,1.03320876,2,46,1
200,30629,35935,0.852344511,0.831065898,1.025604003,2,46,1
400,32072,34484,0.930054518,0.831065898,1.119110435,2,46,1
400,33407,35202,0.949008579,0.831065898,1.141917364,2,46,1
400,30354,33724,0.900071166,0.831065898,1.083032246,2,46,1
600,29835,30615,0.974522293,0.831065898,1.172617353,2,46,1
600,29329,30735,0.954254108,0.831065898,1.148229172,2,46,1
600,28833,28532,1.010549558,0.831065898,1.215968025,2,46,1
0,30243,35553,0.850645515,0.839617735,1.013134287,2,46,2
0,28966,35884,0.807212128,0.839617735,0.961404333,2,46,2
0,30840,35819,0.860995561,0.839617735,1.02546138,2,46,2
800,34779,33168,1.048570912,0.839617735,1.248867036,2,46,2
800,34143,32215,1.059847897,0.839617735,1.262298131,2,46,2
800,38439,35203,1.091923984,0.839617735,1.300501334,2,46,2
1000,36229,33404,1.08457071,0.839617735,1.291743451,2,46,2
1000,37568,34357,1.093459848,0.839617735,1.302330576,2,46,2
1000,39465,34399,1.147271723,0.839617735,1.366421498,2,46,2
1500,35307,33105,1.066515632,0.839617735,1.270239524,2,46,2
1500,35845,33137,1.081721339,0.839617735,1.288349798,2,46,2
1500,33787,31360,1.077391582,0.839617735,1.283192978,2,46,2
0,21950,25973,0.845108382,0.821231718,1.029074211,3,46,1
0,20800,26640,0.780780781,0.821231718,0.950743577,3,46,1
0,22041,26308,0.837805991,0.821231718,1.020182212,3,46,1
200,21576,25370,0.850453291,0.821231718,1.035582617,3,46,1
200,23233,27200,0.854154412,0.821231718,1.040089409,3,46,1
200,23831,26915,0.885417054,0.821231718,1.0781574,3,46,1
400,25526,28851,0.884752695,0.821231718,1.077348422,3,46,1
400,27671,31208,0.886663676,0.821231718,1.079675391,3,46,1
400,26980,31989,0.843414924,0.821231718,1.027012116,3,46,1
600,29925,30541,0.979830392,0.821231718,1.193122928,3,46,1
600,30224,32189,0.938954301,0.821231718,1.143348803,3,46,1
600,30083,32580,0.923357888,0.821231718,1.124357314,3,46,1
0,26674,31057,0.858872396,0.833706374,1.030185714,3,46,2
0,26916,33165,0.811578471,0.833706374,0.973458398,3,46,2
0,25818,31081,0.830668254,0.833706374,0.996355888,3,46,2
800,30597,30016,1.019356343,0.833706374,1.222680281,3,46,2
800,31351,29884,1.049089814,0.833706374,1.258344481,3,46,2
800,28492,26597,1.071248637,0.833706374,1.284923171,3,46,2
1000,31470,29596,1.063319367,0.833706374,1.275412305,3,46,2
1000,31432,29547,1.063796663,0.833706374,1.275984803,3,46,2
1000,32758,30926,1.059238181,0.833706374,1.270517073,3,46,2
1500,33426,31399,1.064556196,0.833706374,1.276895835,3,46,2
1500,33250,30154,1.102672946,0.833706374,1.322615468,3,46,2
1500,35608,33037,1.077821836,0.833706374,1.29280748,3,46,2
0,27858,30493,0.913586725,0.899866473,1.015246986,1,47,1
0,28075,31823,0.882223549,0.899866473,0.980393842,1,47,1
0,30793,34071,0.903789146,0.899866473,1.004359172,1,47,1
200,30033,32168,0.933629694,0.899866473,1.037520256,1,47,1
200,28537,30997,0.920637481,0.899866473,1.023082322,1,47,1
200,32074,33619,0.954043844,0.899866473,1.060206011,1,47,1
400,32758,33452,0.979253856,0.899866473,1.088221292,1,47,1
400,34297,34279,1.000525103,0.899866473,1.111859517,1,47,1
400,35916,35215,1.01990629,0.899866473,1.133397365,1,47,1
600,34814,34040,1.022737955,0.899866473,1.136544127,1,47,1
600,35036,32993,1.061922226,0.899866473,1.180088666,1,47,1
600,34543,32193,1.072997235,0.899866473,1.192396058,1,47,1
0,28619,30983,0.923700094,0.908245069,1.017016359,1,47,2
0,30924,33028,0.936296476,0.908245069,1.030885284,1,47,2
0,28884,33402,0.864738638,0.908245069,0.952098357,1,47,2
800,34437,27792,1.239097582,0.908245069,1.364276696,1,47,2
800,39289,30491,1.288544161,0.908245069,1.418718586,1,47,2
800,38755,31181,1.242904333,0.908245069,1.368468021,1,47,2
1000,37903,29504,1.284673265,0.908245069,1.414456635,1,47,2
1000,42644,32739,1.302544366,0.908245069,1.434133154,1,47,2
1000,39206,29142,1.34534349,0.908245069,1.481256035,1,47,2
1500,41132,32512,1.265132874,0.908245069,1.392942188,1,47,2
1500,42636,32212,1.32360611,0.908245069,1.457322648,1,47,2
1500,39599,31266,1.266519542,0.908245069,1.394468943,1,47,2
0,36682,33343,1.100140959,1.129912343,0.973651599,2,47,1
0,38208,32453,1.177333374,1.129912343,1.04196877,2,47,1
0,33161,29814,1.112262695,1.129912343,0.984379631,2,47,1
200,39800,33345,1.193582246,1.129912343,1.056349418,2,47,1
200,37153,30354,1.223990248,1.129912343,1.083261242,2,47,1
200,42098,32975,1.276664139,1.129912343,1.129878922,2,47,1
400,42829,30315,1.412798944,1.129912343,1.250361546,2,47,1
400,40753,30035,1.356850341,1.129912343,1.200845667,2,47,1
400,46881,33182,1.412844313,1.129912343,1.250401699,2,47,1
600,49370,30989,1.593145955,1.129912343,1.409973052,2,47,1
600,46724,30388,1.537580624,1.129912343,1.360796378,2,47,1
600,48903,32174,1.519954,1.129912343,1.345196386,2,47,1
0,44157,37148,1.188677722,1.187906033,1.000649621,2,47,2
0,45020,37461,1.201783188,1.187906033,1.011682031,2,47,2
0,40678,34671,1.173257189,1.187906033,0.987668348,2,47,2
800,54355,32737,1.660353728,1.187906033,1.397714703,2,47,2
800,56260,31022,1.813551673,1.187906033,1.526679403,2,47,2
800,57526,32350,1.778238022,1.187906033,1.496951756,2,47,2
1000,58361,31585,1.847744182,1.187906033,1.555463253,2,47,2
1000,57880,30289,1.910924758,1.187906033,1.608649763,2,47,2
1000,59436,30447,1.952113509,1.187906033,1.643323171,2,47,2
1500,57546,31149,1.847442936,1.187906033,1.555209658,2,47,2
1500,60226,32543,1.850659128,1.187906033,1.557917105,2,47,2
1500,60615,32706,1.853329664,1.187906033,1.560165209,2,47,2
0,28291,35986,0.786166843,0.81282032,0.967208648,1,48,1
0,26751,31940,0.837539136,0.81282032,1.030411169,1,48,1
0,21182,25998,0.814754981,0.81282032,1.002380183,1,48,1
200,26383,32216,0.818940899,0.81282032,1.007530052,1,48,1
200,27111,34392,0.788293789,0.81282032,0.969825397,1,48,1
200,26834,32787,0.818434135,0.81282032,1.006906589,1,48,1
400,28487,31824,0.895142031,0.81282032,1.101279101,1,48,1
400,30757,35581,0.864422023,0.81282032,1.06348476,1,48,1
400,30120,34283,0.878569553,0.81282032,1.080890243,1,48,1
600,30298,32781,0.924254904,0.81282032,1.137096208,1,48,1
600,31672,33625,0.941918216,0.81282032,1.158827102,1,48,1
600,29588,31052,0.952853278,0.81282032,1.172280337,1,48,1
0,26774,33037,0.810424675,0.782771877,1.035326765,1,48,2
0,25519,32890,0.775889328,0.782771877,0.991207465,1,48,2
0,26222,34412,0.762001627,0.782771877,0.973465769,1,48,2
800,33133,32499,1.019508293,0.782771877,1.302433471,1,48,2
800,34017,32218,1.055838351,0.782771877,1.348845535,1,48,2
800,33015,32803,1.006462824,0.782771877,1.285767735,1,48,2
1000,32998,32750,1.007572519,0.782771877,1.287185384,1,48,2
1000,31849,30232,1.053486372,0.782771877,1.345840855,1,48,2
1000,30884,29972,1.0304284,0.782771877,1.316384032,1,48,2
1500,34135,33925,1.006190125,0.782771877,1.28541936,1,48,2
1500,32918,31277,1.052466669,0.782771877,1.344538172,1,48,2
1500,33555,32755,1.024423752,0.782771877,1.308713026,1,48,2
0,26765,31555,0.848201553,0.869909487,0.975045756,2,48,1
0,29014,33183,0.874363379,0.869909487,1.005119949,2,48,1
0,28509,32135,0.887163529,0.869909487,1.019834296,2,48,1
200,29008,30103,0.963624888,0.869909487,1.10773006,2,48,1
200,28470,30223,0.941997816,0.869909487,1.08286877,2,48,1
200,29504,32374,0.911348613,0.869909487,1.047636136,2,48,1
400,31104,29523,1.053551468,0.869909487,1.2111047,2,48,1
400,31841,32279,0.986430806,0.869909487,1.133946487,2,48,1
400,30905,30951,0.99851378,0.869909487,1.147836407,2,48,1
600,32924,32044,1.027462239,0.869909487,1.181113961,2,48,1
600,33080,31964,1.034914279,0.869909487,1.189680414,2,48,1
600,33458,32192,1.039326541,0.869909487,1.194752508,2,48,1
0,28486,31335,0.909079304,0.898914312,1.011308077,2,48,2
0,27684,30499,0.907701892,0.898914312,1.00977577,2,48,2
0,27600,31365,0.879961741,0.898914312,0.978916153,2,48,2
800,35477,32032,1.107548701,0.898914312,1.23209597,2,48,2
800,34307,30616,1.120557878,0.898914312,1.246568069,2,48,2
800,34502,30208,1.142147775,0.898914312,1.270585816,2,48,2
1000,34742,29158,1.191508334,0.898914312,1.325497122,2,48,2
1000,35809,29564,1.211236639,0.898914312,1.347443936,2,48,2
1000,36478,29281,1.245790786,0.898914312,1.385883803,2,48,2
1500,36659,31414,1.166963774,0.898914312,1.298192451,2,48,2
1500,39244,31591,1.24225254,0.898914312,1.381947671,2,48,2
1500,39347,32882,1.196612128,0.898914312,1.331174854,2,48,2
0,25125,34062,0.737625506,0.758558096,0.972404764,3,48,1
0,25166,33859,0.743258809,0.758558096,0.979831093,3,48,1
0,25903,32591,0.794789973,0.758558096,1.047764142,3,48,1
200,24786,32521,0.762153685,0.758558096,1.004740032,3,48,1
200,26429,33775,0.78250185,0.758558096,1.031564826,3,48,1
200,26480,34168,0.774994147,0.758558096,1.021667491,3,48,1
400,26819,31521,0.850829606,0.758558096,1.121640663,3,48,1
400,27325,33247,0.821878666,0.758558096,1.083474911,3,48,1
400,27204,32746,0.830757955,0.758558096,1.095180395,3,48,1
600,27637,31512,0.877030972,0.758558096,1.156181678,3,48,1
600,28458,32149,0.88519083,0.758558096,1.166938742,3,48,1
600,27615,30567,0.903425263,0.758558096,1.190977023,3,48,1
0,26090,34091,0.765304626,0.75990829,1.007101298,3,48,2
0,25507,34254,0.744642961,0.75990829,0.979911617,3,48,2
0,24920,32373,0.769777284,0.75990829,1.012987085,3,48,2
800,29131,31226,0.932908474,0.75990829,1.227659292,3,48,2
800,29005,30849,0.940224967,0.75990829,1.237287419,3,48,2
800,27072,30074,0.900179557,0.75990829,1.184589731,3,48,2
1000,30770,32531,0.945867019,0.75990829,1.244712068,3,48,2
1000,28547,29804,0.957824453,0.75990829,1.260447432,3,48,2
1000,27184,30183,0.900639433,0.75990829,1.185194904,3,48,2
1500,28853,30768,0.93776001,0.75990829,1.234043663,3,48,2
1500,29258,30885,0.947320706,0.75990829,1.246625044,3,48,2
1500,30931,33123,0.933822419,0.75990829,1.228861997,3,48,2
0,16753,22054,0.75963544,0.743767226,1.02133492,1,49,1
0,18298,25862,0.707524553,0.743767226,0.951271485,1,49,1
0,17129,22416,0.764141685,0.743767226,1.027393595,1,49,1
200,17926,23239,0.771375705,0.743767226,1.037119784,1,49,1
200,18113,24383,0.742853628,0.743767226,0.998771661,1,49,1
200,18738,28118,0.666405861,0.743767226,0.895987128,1,49,1
400,21265,28177,0.754693544,0.743767226,1.014690508,1,49,1
400,23058,32924,0.700340177,0.743767226,0.941612043,1,49,1
400,20667,28451,0.726406805,0.743767226,0.976658798,1,49,1
600,20048,28827,0.695459118,0.743767226,0.935049427,1,49,1
600,22029,28136,0.782947114,0.743767226,1.052677621,1,49,1
600,24533,27084,0.905811549,0.743767226,1.217869674,1,49,1
0,19839,26922,0.736906619,0.705146505,1.045040448,1,49,2
0,19479,27447,0.709695049,0.705146505,1.006450495,1,49,2
0,17559,26253,0.668837847,0.705146505,0.948509058,1,49,2
800,22710,29432,0.771609133,0.705146505,1.094253644,1,49,2
800,21964,29427,0.74638937,0.705146505,1.058488364,1,49,2
800,21834,26634,0.81977923,0.705146505,1.162565827,1,49,2
1000,23997,29254,0.820298079,0.705146505,1.16330163,1,49,2
1000,21547,29486,0.730753578,0.705146505,1.036314543,1,49,2
1000,21047,28412,0.740778544,0.705146505,1.050531399,1,49,2
1500,23255,29822,0.779793441,0.705146505,1.10586018,1,49,2
1500,23753,32140,0.739047915,0.705146505,1.048077116,1,49,2
1500,22180,27698,0.80077984,0.705146505,1.135621937,1,49,2
0,20168,28739,0.701764153,0.699967491,1.002566779,2,49,1
0,20217,30923,0.653785208,0.699967491,0.934022246,2,49,1
0,21552,28954,0.744353112,0.699967491,1.063410974,2,49,1
200,20658,28294,0.73011946,0.699967491,1.043076242,2,49,1
200,23481,29610,0.793009119,0.699967491,1.132922784,2,49,1
200,22157,29180,0.759321453,0.699967491,1.084795312,2,49,1
400,20523,29793,0.688853086,0.699967491,0.984121541,2,49,1
400,20959,30943,0.67734221,0.699967491,0.967676668,2,49,1
400,21367,30042,0.711237601,0.699967491,1.016100904,2,49,1
600,21008,30916,0.679518696,0.699967491,0.970786078,2,49,1
600,22777,31734,0.717747526,0.699967491,1.02540123,2,49,1
600,24308,33113,0.73409235,0.699967491,1.048752063,2,49,1
0,20143,30230,0.666324843,0.67771488,0.983193467,2,49,2
0,20087,28838,0.696546224,0.67771488,1.027786528,2,49,2
0,18645,27817,0.670273574,0.67771488,0.989020004,2,49,2
800,20765,29831,0.696087962,0.67771488,1.027110342,2,49,2
800,20688,28695,0.72096184,0.67771488,1.063812912,2,49,2
800,22055,29759,0.741120333,0.67771488,1.093557712,2,49,2
1000,23238,31599,0.735403019,0.67771488,1.085121547,2,49,2
1000,22506,29442,0.764418178,0.67771488,1.127934771,2,49,2
1000,22193,30869,0.718941333,0.67771488,1.060831559,2,49,2
1500,24541,33736,0.727442495,0.67771488,1.073375421,2,49,2
1500,22595,31693,0.712933455,0.67771488,1.051966655,2,49,2
1500,23619,31264,0.75546955,0.67771488,1.114730651,2,49,2
0,18835,28004,0.672582488,0.625243648,1.07571263,3,49,1
0,14797,28141,0.525816424,0.625243648,0.840978435,3,49,1
0,18015,26597,0.67733203,0.625243648,1.083308935,3,49,1
200,17988,26491,0.679023064,0.625243648,1.086013536,3,49,1
200,18934,29386,0.644320425,0.625243648,1.030510949,3,49,1
200,19499,27693,0.704112953,0.625243648,1.126141714,3,49,1
400,19753,30010,0.658213929,0.625243648,1.052731893,3,49,1
400,19638,31948,0.614686365,0.625243648,0.983114931,3,49,1
400,19679,29225,0.673361848,0.625243648,1.076959119,3,49,1
600,21413,31648,0.676598837,0.625243648,1.082136284,3,49,1
600,18865,32197,0.585924154,0.625243648,0.937113327,3,49,1
600,19181,28569,0.671392068,0.625243648,1.0738087,3,49,1
0,15149,25901,0.584880893,0.612771529,0.954484445,3,49,2
0,16508,25120,0.657165605,0.612771529,1.072448008,3,49,2
0,15658,26260,0.596268088,0.612771529,0.973067547,3,49,2
800,16741,27932,0.599348418,0.612771529,0.978094428,3,49,2
800,19289,30170,0.639343719,0.612771529,1.043363944,3,49,2
800,18895,29382,0.643080798,0.612771529,1.049462594,3,49,2
1000,18177,28157,0.645558831,0.612771529,1.053506569,3,49,2
1000,18249,28403,0.642502553,0.612771529,1.048518938,3,49,2
1000,20121,30477,0.660202776,0.612771529,1.077404457,3,49,2
1500,17784,31846,0.55843748,0.612771529,0.911330658,3,49,2
1500,19556,29332,0.666712123,0.612771529,1.088027253,3,49,2
1500,20246,29785,0.679738123,0.612771529,1.109284768,3,49,2
0,30254,28292,1.069348226,1.039354966,1.028857571,1,50,1
0,28687,26699,1.074459718,1.039354966,1.033775517,1,50,1
0,28649,29406,0.974256954,1.039354966,0.937366912,1,50,1
200,32784,29275,1.119863365,1.039354966,1.077459965,1,50,1
200,30513,29501,1.034303922,1.039354966,0.995140213,1,50,1
200,34849,27383,1.272650915,1.039354966,1.224462245,1,50,1
400,33981,31043,1.094642915,1.039354966,1.053194482,1,50,1
400,36583,28713,1.274091875,1.039354966,1.225848643,1,50,1
400,34579,28467,1.214704746,1.039354966,1.168710196,1,50,1
600,36402,28325,1.285154457,1.039354966,1.236492343,1,50,1
600,34281,28018,1.22353487,1.039354966,1.17720597,1,50,1
600,35849,30242,1.185404404,1.039354966,1.140519306,1,50,1
0,36106,31503,1.146113069,1.10082897,1.041136362,1,50,2
0,34520,33044,1.044667716,1.10082897,0.948982761,1,50,2
0,35499,31932,1.111706126,1.10082897,1.009880877,1,50,2
800,42987,27446,1.566239161,1.10082897,1.422781561,1,50,2
800,42425,29053,1.460262279,1.10082897,1.326511492,1,50,2
800,45871,28988,1.582413412,1.10082897,1.437474354,1,50,2
1000,44279,31440,1.40836514,1.10082897,1.279367802,1,50,2
1000,42069,30746,1.368275548,1.10082897,1.242950163,1,50,2
1000,41905,26863,1.559952351,1.10082897,1.417070584,1,50,2
1500,38321,28788,1.331144921,1.10082897,1.209220467,1,50,2
1500,41667,30378,1.371617618,1.10082897,1.245986121,1,50,2
1500,48704,30652,1.588933838,1.10082897,1.44339755,1,50,2
0,27850,26091,1.067417884,1.020472315,1.046003765,2,50,1
0,26606,25775,1.032240543,1.020472315,1.011532139,2,50,1
0,26055,27091,0.961758518,1.020472315,0.942464096,2,50,1
200,30603,27570,1.110010881,1.020472315,1.087742279,2,50,1
200,28715,27035,1.062141668,1.020472315,1.040833399,2,50,1
200,32497,28650,1.134275742,1.020472315,1.111520347,2,50,1
400,35117,28035,1.252612805,1.020472315,1.227483379,2,50,1
400,33554,32368,1.036641127,1.020472315,1.01584444,2,50,1
400,35127,29775,1.179748111,1.020472315,1.156080468,2,50,1
600,34071,31559,1.079596945,1.020472315,1.057938496,2,50,1
600,35625,31570,1.128444726,1.020472315,1.105806311,2,50,1
600,34169,30132,1.133977167,1.020472315,1.111227763,2,50,1
0,33560,30973,1.08352436,1.068910883,1.013671371,2,50,2
0,33142,30780,1.076738142,1.068910883,1.007322649,2,50,2
0,33441,31956,1.046470146,1.068910883,0.97900598,2,50,2
800,38363,26682,1.437785773,1.068910883,1.345094148,2,50,2
800,39951,31282,1.277124225,1.068910883,1.194790179,2,50,2
800,36897,30689,1.202287465,1.068910883,1.124778018,2,50,2
1000,33458,30669,1.090938733,1.068910883,1.020607752,2,50,2
1000,39410,29840,1.320710456,1.068910883,1.235566479,2,50,2
1000,42344,29491,1.43582788,1.068910883,1.343262477,2,50,2
1500,39895,31829,1.253416695,1.068910883,1.172611034,2,50,2
1500,41844,33488,1.249522217,1.068910883,1.168967626,2,50,2
1500,39014,31456,1.240272126,1.068910883,1.160313873,2,50,2
0,27656,31174,0.887149548,0.951949263,0.931929445,3,50,1
0,30468,30452,1.000525417,0.951949263,1.051028092,3,50,1
0,29355,30320,0.968172823,0.951949263,1.017042464,3,50,1
200,32554,29163,1.116277475,0.951949263,1.172622868,3,50,1
200,31143,28064,1.109713512,0.951949263,1.165727582,3,50,1
200,28506,30645,0.930200685,0.951949263,0.977153638,3,50,1
400,30912,30136,1.025749934,0.951949263,1.077525845,3,50,1
400,32654,31932,1.022610547,0.951949263,1.074227995,3,50,1
400,33098,30032,1.102091103,0.951949263,1.157720423,3,50,1
600,35243,30460,1.157025607,0.951949263,1.21542781,3,50,1
600,33128,30351,1.091496162,0.951949263,1.14659069,3,50,1
600,32119,28693,1.119401945,0.951949263,1.175905049,3,50,1
0,34830,33029,1.054527839,0.962512164,1.095599494,3,50,2
0,33157,36011,0.920746439,0.962512164,0.956607587,3,50,2
0,33761,37008,0.912262214,0.962512164,0.947792919,3,50,2
800,38974,30883,1.261988796,0.962512164,1.311140621,3,50,2
800,42852,31752,1.349584278,0.962512164,1.402147764,3,50,2
800,39998,31189,1.282439322,0.962512164,1.332387652,3,50,2
1000,38360,29680,1.29245283,0.962512164,1.342791165,3,50,2
1000,34867,30213,1.154039652,0.962512164,1.198987083,3,50,2
1000,38673,28654,1.349654498,0.962512164,1.402220719,3,50,2
1500,42501,30735,1.382820888,0.962512164,1.43667887,3,50,2
1500,39591,32650,1.212588055,0.962512164,1.259815824,3,50,2
1500,37187,35084,1.059941854,0.962512164,1.101224373,3,50,2
0,17746,21980,0.807370337,0.825954271,0.977500044,1,51,1
0,17631,21096,0.835750853,0.825954271,1.011860925,1,51,1
0,19659,23551,0.834741625,0.825954271,1.010639031,1,51,1
200,21177,24110,0.878349233,0.825954271,1.063435668,1,51,1
200,22422,26427,0.848450448,0.825954271,1.027236589,1,51,1
