Wavelength [nm],Condition_5,Condition_6,Condition_7,Condition_8,Replicate,Plate,Construct
460,0.452698045394121,0.409003405893677,0.399404830033192,0.410620060370055,Replica 1,2,055
461,0.523866377824824,0.471744751620362,0.470607760100721,0.465701974699878,Replica 1,2,055
462,0.590825168627837,0.525293601704086,0.514020830948838,0.536947855941381,Replica 1,2,055
463,0.661131898971001,0.601726867830822,0.598386173743848,0.601304177515611,Replica 1,2,055
464,0.741359361922111,0.679014455113966,0.661806111937736,0.651881379755294,Replica 1,2,055
465,0.843914627541726,0.75753226486234,0.727583838846286,0.744302864121293,Replica 1,2,055
466,0.898503274087933,0.802184783970657,0.768295753691198,0.774752874490196,Replica 1,2,055
467,0.97778297474275,0.888471220767978,0.850875586585785,0.832945459572801,Replica 1,2,055
468,1.01831519866082,0.917757350009682,0.895272976994392,0.901725846217655,Replica 1,2,055
469,1.09939195509822,0.983881807515748,0.952535195147076,0.966301066844858,Replica 1,2,055
470,1.15309438235439,1.02273633370923,0.983278013047957,0.989942164566004,Replica 1,2,055
471,1.1844813155433,1.06221736208409,1.03622524894128,0.989988248577156,Replica 1,2,055
472,1.21764068731229,1.08412215653442,1.06005493876617,1.05532385538837,Replica 1,2,055
473,1.24441189503225,1.10987709166296,1.06977223303193,1.05876863522201,Replica 1,2,055
474,1.26857367928709,1.13226030596088,1.09646331692801,1.07631512246826,Replica 1,2,055
475,1.26683816651076,1.12129082231259,1.08604784250887,1.07333118274615,Replica 1,2,055
476,1.26797055782581,1.13071113693059,1.08293464575941,1.07725984469688,Replica 1,2,055
477,1.25123086012506,1.14211347663147,1.06868490328488,1.0603239705984,Replica 1,2,055
478,1.20035941115652,1.10226793789655,1.04522147190111,1.0334454710938,Replica 1,2,055
479,1.20216877554035,1.08182118488649,1.05208881767197,1.00819143298233,Replica 1,2,055
480,1.17321894539904,1.06942783264418,1.02701156003205,1.01422843844328,Replica 1,2,055
481,1.14543843237654,1.03410450056385,0.973869749341879,0.964423143390401,Replica 1,2,055
482,1.10390921175718,1.01170989531718,0.959082064781962,0.925470632963893,Replica 1,2,055
483,1.09350844370046,0.978448324960986,0.944408835984892,0.928627387727828,Replica 1,2,055
484,1.07482398700212,0.96397042909704,0.935263820533364,0.897370907163759,Replica 1,2,055
485,1.02435872187485,0.927496611192746,0.890568845141353,0.903753542708357,Replica 1,2,055
486,0.995408891733543,0.909954550114479,0.873732402426462,0.856943708380377,Replica 1,2,055
487,0.983937275368027,0.882582100263131,0.87922627904315,0.836908684531902,Replica 1,2,055
488,0.972121018167495,0.885782956862477,0.85136774636603,0.823912993386944,Replica 1,2,055
489,0.973573433115061,0.866976500472724,0.832196406089047,0.824350791492892,Replica 1,2,055
490,0.96889616463985,0.878162412147308,0.847945519056885,0.832945459572801,Replica 1,2,055
491,0.963418837083354,0.881853079542995,0.837564381366602,0.825387681743819,Replica 1,2,055
492,0.976416720003939,0.889302760026883,0.831624127274808,0.826217193944561,Replica 1,2,055
493,0.986755945054404,0.898176309104785,0.822948380450956,0.82387843037858,Replica 1,2,055
494,0.985500467726848,0.863809816719635,0.843435962000687,0.831827922302357,Replica 1,2,055
495,0.963652700507114,0.874608436136646,0.857411010644386,0.85194359317035,Replica 1,2,055
496,0.973191866476294,0.864356582259736,0.851974361909122,0.829869351828383,Replica 1,2,055
497,0.992110186598395,0.900648144983996,0.848838274007096,0.863199612894306,Replica 1,2,055
498,0.998424499039929,0.89932679492875,0.876113082293693,0.867589114956566,Replica 1,2,055
499,0.987432918123185,0.922837713153129,0.860100721071306,0.862600520749326,Replica 1,2,055
500,1.01122544434051,0.909373611728121,0.869589103811377,0.860204152169405,Replica 1,2,055
501,1.00947762296293,0.893278201141373,0.897516309946206,0.883407451784603,Replica 1,2,055
502,1.00041849244252,0.902903552836916,0.897184388233948,0.888937533122883,Replica 1,2,055
503,1.02190931022599,0.917438403444623,0.881263591621838,0.887255466715823,Replica 1,2,055
504,0.995125793904781,0.936563806399435,0.862138033649994,0.889525104265075,Replica 1,2,055
505,0.99821525281867,0.88757133581656,0.883255121895387,0.872531625152653,Replica 1,2,055
506,1.00577273398651,0.917096674982059,0.894151310518485,0.890273969446301,Replica 1,2,055
507,0.986029737580621,0.922473202793061,0.893041089618862,0.888753197078274,Replica 1,2,055
508,0.990288513613313,0.925810750777432,0.900755408034795,0.88961727228738,Replica 1,2,055
509,0.973499581507558,0.955449999430453,0.913402769829461,0.919283854466693,Replica 1,2,055
510,0.984577322633056,0.940641766052695,0.907920338789058,0.911472614576373,Replica 1,2,055
511,1.00903451331791,0.938625568123569,0.906272175804052,0.934917855250121,Replica 1,2,055
512,0.984466545221801,0.940675938898951,0.944775094426004,0.943109288232448,Replica 1,2,055
513,1.00418492442519,0.972251648839832,0.935103582465377,0.95980322127238,Replica 1,2,055
514,0.996688986263601,0.984599437287132,0.969623440540231,0.967510772137607,Replica 1,2,055
515,1,1,1,1,Replica 1,2,055
516,1.01280094530058,1.00734716194512,1.00363969325856,1.03729348602502,Replica 1,2,055
517,1.01360100438186,1.05226167287473,1.04324138720385,1.05613032558354,Replica 1,2,055
518,1.02800206784501,1.06810648258893,1.08686047842509,1.08028986843015,Replica 1,2,055
519,1.06492787159667,1.14073517183246,1.09528442257068,1.10175349662435,Replica 1,2,055
520,1.07516862783713,1.12719133376619,1.11866773492045,1.15426622733243,Replica 1,2,055
521,1.06558022746295,1.15024661404048,1.16264163900652,1.16933569897924,Replica 1,2,055
522,1.0732361774408,1.16728747337366,1.19363625958567,1.18614484204705,Replica 1,2,055
523,1.08388311752252,1.19368030163232,1.19628018770745,1.21151409018641,Replica 1,2,055
524,1.07968588449609,1.19888596521204,1.20256380908779,1.2321136431715,Replica 1,2,055
525,1.077864211511,1.20400050120174,1.21873640837816,1.22294292495219,Replica 1,2,055
526,1.0756240460834,1.21901377165704,1.20094998283164,1.22764349408973,Replica 1,2,055
527,1.07835655556103,1.20610782672089,1.21414673228797,1.19612203046153,Replica 1,2,055
528,1.06105066220275,1.17785827381563,1.18740986608676,1.21030438489366,Replica 1,2,055
529,1.06026291172271,1.17489662714007,1.18276296211514,1.22143367358695,Replica 1,2,055
530,1.01723204175078,1.15291209604848,1.18034794551906,1.19543077029425,Replica 1,2,055
531,0.99155629954212,1.1251181810933,1.12817900881309,1.15812576326643,Replica 1,2,055
532,0.97266259662252,1.07826720887583,1.08969898134371,1.12426553607226,Replica 1,2,055
533,0.949362414455221,1.04445887297953,1.06748311777498,1.09442613885113,Replica 1,2,055
534,0.922652749741519,1.01757623392452,1.01824424859792,1.04789280859006,Replica 1,2,055
535,0.850290482989513,0.949162195719281,0.977601007210713,0.991877693034402,Replica 1,2,055
536,0.820245187336911,0.948011709895317,0.960169394529015,0.96569045369709,Replica 1,2,055
537,0.804256314312441,0.89938374967251,0.906398077143184,0.934249637088412,Replica 1,2,055
538,0.784119442666535,0.855870325439406,0.866327114570219,0.904801953962073,Replica 1,2,055
539,0.763133277534341,0.816685461732108,0.843367288542978,0.852945920412913,Replica 1,2,055
540,0.72799222096401,0.818029593684858,0.839533020487582,0.830986889098827,Replica 1,2,055
541,0.694032790113731,0.774584515144266,0.78657433901797,0.798370930205765,Replica 1,2,055
542,0.667655457633795,0.744444064746153,0.750566556026096,0.764798728081292,Replica 1,2,055
543,0.65089114273054,0.729305493854583,0.732425317614742,0.748139358049725,Replica 1,2,055
544,0.628600265865787,0.684698538541275,0.699668078287742,0.707769764280283,Replica 1,2,055
545,0.606383240608537,0.680768661221793,0.667620464690397,0.687584967395562,Replica 1,2,055
546,0.571980700113239,0.629053753887161,0.654938766166877,0.635371782759971,Replica 1,2,055
547,0.553653192851164,0.617674196083792,0.618702071649308,0.609576257517454,Replica 1,2,055
548,0.531522327802669,0.590802947977537,0.586780359391095,0.598988455955206,Replica 1,2,055
549,0.513921028014376,0.555616307282234,0.576868490328488,0.593965298739602,Replica 1,2,055
550,0.498953768893703,0.536604813814943,0.565514478654,0.568112168483145,Replica 1,2,055
