Wavelength [nm],Condition_1,Condition_2,Condition_3,Condition_4,Replicate,Plate,Construct
460,0.792966672575784,0.601629194355825,0.656040817540832,0.695363173411954,Replica 1,1,092
461,0.811392040418366,0.682080123072267,0.70752387469134,0.736143125167515,Replica 1,1,092
462,0.806561336642439,0.627075898768016,0.789114330764883,0.717542213883677,Replica 1,1,092
463,0.910510104591385,0.618185945046215,0.775444024633326,0.79569820423479,Replica 1,1,092
464,0.88863898244992,0.776830636924202,0.8479159848868,0.780032162958992,Replica 1,1,092
465,0.951482449920227,0.854608274592386,0.870258530925535,0.897467166979362,Replica 1,1,092
466,0.928026945577025,0.722078609888655,0.914869247017523,0.88968105065666,Replica 1,1,092
467,0.98657152987059,0.84397815971653,0.987192455300033,0.911230233181453,Replica 1,1,092
468,0.965675412160964,0.900987352306975,0.984470294231399,1.01860091128384,Replica 1,1,092
469,1.10112347101578,0.921692748067538,1.02652247642281,0.981372286250335,Replica 1,1,092
470,1.04138229037405,0.90557734259738,1.05166155951566,0.987054409005628,Replica 1,1,092
471,1.15452712285056,0.878743553207319,1.1050783922887,1.04845885821496,Replica 1,1,092
472,1.10282972877149,0.985574316230155,1.15195013833933,1.04457250067006,Replica 1,1,092
473,1.08065945754299,0.931326683732015,1.10817243328474,1.02668185473064,Replica 1,1,092
474,1.18272469420316,0.883283104043983,1.1373724451849,1.0935138032699,Replica 1,1,092
475,1.04774197837263,1.02351739530661,1.11217386130366,1.02627981774323,Replica 1,1,092
476,1.14821175323524,1.00916737071738,1.07500074375985,1.10452961672474,Replica 1,1,092
477,1.12809120723276,1.02780474887457,1.20383482581144,1.04437148217636,Replica 1,1,092
478,1.11068516220528,1.03863662156539,1.14129949721834,1.03198874296435,Replica 1,1,092
479,1.065214500975,0.963885351121647,1.08336060452801,1.0395202358617,Replica 1,1,092
480,1.16131891508598,0.940204027590381,1.12396989260108,1.07170999731975,Replica 1,1,092
481,1.13924836021982,0.869462693719027,1.10893106833666,1.0154650227821,Replica 1,1,092
482,1.04612435738344,0.924719115291981,1.08037068991164,1.11988742964353,Replica 1,1,092
483,1.12575341251551,0.933470360515996,1.129205961979,1.01141785044224,Replica 1,1,092
484,1.16129675589435,0.87141722255148,1.01148365215839,1.04016349504154,Replica 1,1,092
485,1.12624091473143,0.936862413780059,1.03632523130931,0.935995711605468,Replica 1,1,092
486,1.03153252969332,0.943949157030629,0.976184809448725,0.966255695523988,Replica 1,1,092
487,1.00972788512675,0.859929636962032,1.0318924225746,0.935674082015545,Replica 1,1,092
488,1.12392527920581,0.852098911768786,1.03021152530271,0.87967032967033,Replica 1,1,092
489,1.01516796667258,0.814168442555767,1.09450212715318,0.940766550522648,Replica 1,1,092
490,1.02372141464279,0.897645738496652,1.02638859964895,1.0277405521308,Replica 1,1,092
491,1.11071840099273,0.860610569587531,1.09026269598072,1.00682122755293,Replica 1,1,092
492,1.07342448147492,0.963986230029129,1.14213250825573,1.02941570624497,Replica 1,1,092
493,0.990094841340188,0.9651589473286,1.1512658792729,0.964875368533905,Replica 1,1,092
494,1.02942740648821,0.970707287240079,1.19061077559278,0.962838381131064,Replica 1,1,092
495,1.17730677184896,0.926686253987869,1.15544580965698,1.0738541945859,Replica 1,1,092
496,1.15474871476689,1.01760336935551,1.16591794841282,1.10120611096221,Replica 1,1,092
497,1.10884594929977,1.01278640152327,1.11834706809865,1.03796569284374,Replica 1,1,092
498,1.11041925190569,1.00586358649736,1.19022402046827,1.08181452693648,Replica 1,1,092
499,1.15484843112923,0.967857458103729,1.24007080593818,1.12110694183865,Replica 1,1,092
500,1.18283549016132,0.992686279207596,1.18039151518758,1.08799249530957,Replica 1,1,092
501,1.19481253323879,1.19096377186235,1.23899979174724,1.13970785312249,Replica 1,1,092
502,1.14192962240737,1.03080589637214,1.31086186891976,1.09748056821228,Replica 1,1,092
503,1.16917434851977,1.1596156513625,1.27764555380359,1.28038059501474,Replica 1,1,092
504,1.02029781953554,1.0173133424965,1.19654597923422,1.11975341731439,Replica 1,1,092
505,1.0555863322106,1.12486286773514,1.23650075863505,1.05403377110694,Replica 1,1,092
506,1.13766397801808,1.13877154710414,1.21905215244102,1.16503618332887,Replica 1,1,092
507,1.1256758553448,1.05341538151142,1.31776396037247,1.12751273117127,Replica 1,1,092
508,1.10555530934232,1.08945437120916,1.21450034212953,1.13923880997052,Replica 1,1,092
509,1.17348431129232,1.0521543951679,1.33229702793562,1.14123559367462,Replica 1,1,092
510,1.12281731962418,1.03689646041133,1.24320947252551,1.11858751005092,Replica 1,1,092
511,1.13717647580216,1.02765343051335,1.16283878261387,1.10696864111498,Replica 1,1,092
512,1.02035321751463,0.988537634137422,1.16196114598518,0.980541409809703,Replica 1,1,092
513,0.983624357383443,0.984439428520989,1.15748371165918,1.07870544090056,Replica 1,1,092
514,1.02441942917922,0.996696215779983,1.21470859488888,1.07996515679443,Replica 1,1,092
515,1,1,1,1,Replica 1,1,092
516,0.972888229037405,1.03510585980354,1.11299199714396,0.975757169659609,Replica 1,1,092
517,0.940901435915618,0.986192199538479,1.14925772766489,0.921428571428571,Replica 1,1,092
518,0.952900638184719,0.986393957353442,1.07928480052361,1.00458322165639,Replica 1,1,092
519,0.935871299414997,0.975751232614151,1.06781602356231,1.00032162958992,Replica 1,1,092
520,0.892173373515334,0.891971299950822,1.19892601076964,0.937322433663897,Replica 1,1,092
521,0.910587661762099,0.950165819704173,1.05322345521078,0.866269096756902,Replica 1,1,092
522,0.92443715653253,0.94258729177963,0.986894951358105,0.886866791744841,Replica 1,1,092
523,0.904781953554334,0.900974742443539,0.998274477136822,0.966121683194854,Replica 1,1,092
524,0.948535277433079,0.81010806652964,1.0809508225984,0.890927365317609,Replica 1,1,092
525,0.932813330969686,0.88865490586737,1.01811799006337,0.974993299383543,Replica 1,1,092
526,0.953155468888495,0.866196739089316,0.845907833278791,0.889225408737604,Replica 1,1,092
527,0.937555397979082,0.825592978828039,0.954184392943206,0.948700080407398,Replica 1,1,092
528,0.860674082609466,0.793034311438407,1.00892511825782,0.896555883141249,Replica 1,1,092
529,0.807325828753767,0.814508908868517,1.01547020498022,0.812409541677834,Replica 1,1,092
530,0.774596702712285,0.773816879563194,0.960417100526582,0.8801393728223,Replica 1,1,092
531,0.775848697039532,0.82106603785481,0.960550977300449,0.888783168051461,Replica 1,1,092
532,0.835711753235242,0.779314780020932,1.00038675512451,0.860332350576253,Replica 1,1,092
533,0.741092004963659,0.790953683971603,1.01108202183679,0.852586437952292,Replica 1,1,092
534,0.783238787449034,0.779756125241164,0.941570225805492,0.853846153846154,Replica 1,1,092
535,0.734699078177628,0.690377413212615,0.834409305923303,0.854248190833557,Replica 1,1,092
536,0.692463658925722,0.759038119617165,0.80143099396067,0.760144733315465,Replica 1,1,092
537,0.741247119305088,0.667578780121811,0.981182875673103,0.76466094880729,Replica 1,1,092
538,0.674802783194469,0.619295613028511,0.801996251450332,0.669512195121951,Replica 1,1,092
539,0.666060982095373,0.749278085318336,0.807812453515009,0.725207719110158,Replica 1,1,092
540,0.748759085268569,0.65408622624617,0.707330497129087,0.789064593942643,Replica 1,1,092
541,0.798185162205283,0.606282233963406,0.858402998839735,0.825140712945591,Replica 1,1,092
542,0.713891597234533,0.65479237859854,0.800389730163925,0.628705440900563,Replica 1,1,092
543,0.701670803049105,0.712066378321123,0.821958765953649,0.719632806218172,Replica 1,1,092
544,0.670592536784258,0.686291817459617,0.881295927171035,0.626186009112838,Replica 1,1,092
545,0.577313419606453,0.610027363403654,0.834498557105882,0.671039935674082,Replica 1,1,092
546,0.586033061513916,0.648197420021941,0.772930116324041,0.635004020369874,Replica 1,1,092
547,0.528408083673108,0.634931843688133,0.720450420968078,0.642307692307692,Replica 1,1,092
548,0.568870767594398,0.592159186916006,0.726668253354357,0.678209595282766,Replica 1,1,092
549,0.632279294451338,0.678587190900723,0.750111563978223,0.665196998123827,Replica 1,1,092
550,0.623814483247651,0.669331551139301,0.732960461726118,0.64296435272045,Replica 1,1,092
