Treatment,DxAm,DxDm,DxAm/DxDm,Mean,Normalized,Replicate,Construct,Plate
0,35941,36028,0.997585211502165,0.965709426177932,1.03300763610685,1,168,1
0,33978,36224,0.937996908127208,0.965709426177932,0.97130346116595,1,168,1
0,33632,34977,0.961546158904423,0.965709426177932,0.995688902727204,1,168,1
200,36974,34991,1.05667171558401,0.965709426177932,1.09419219378036,1,168,1
200,36350,32313,1.1249342369944,0.965709426177932,1.16487859235945,1,168,1
200,35572,30829,1.15384864899932,0.965709426177932,1.19481970220173,1,168,1
400,39393,32417,1.21519573063516,0.965709426177932,1.2583451063998,1,168,1
400,39262,30937,1.26909525810518,0.965709426177932,1.31415850741769,1,168,1
400,42497,33968,1.25108926048045,0.965709426177932,1.29551314978046,1,168,1
600,43542,31475,1.38338363780778,0.965709426177932,1.43250505825848,1,168,1
600,46564,30868,1.50848775430867,0.965709426177932,1.56205139291115,1,168,1
600,43170,30830,1.40025948751216,0.965709426177932,1.44998013849164,1,168,1
0,39923,37223,1.07253579775945,1.04443360341008,1.02690663557513,1,168,2
0,40559,38937,1.04165703572438,1.04443360341008,0.99734155653683,1,168,2
0,42774,41972,1.0191079767464,1.04443360341008,0.975751807888041,1,168,2
800,48246,30718,1.57061006575949,1.04443360341008,1.50379120379835,1,168,2
800,48534,29431,1.64907750331283,1.04443360341008,1.57892038127517,1,168,2
800,50640,30800,1.64415584415584,1.04443360341008,1.57420810551066,1,168,2
1000,55076,33107,1.66357567885946,1.04443360341008,1.59280175726622,1,168,2
1000,53196,31470,1.69037178265014,1.04443360341008,1.61845786762421,1,168,2
1000,53730,29936,1.79482896846606,1.04443360341008,1.71847110491844,1,168,2
1500,56077,31430,1.78418708240535,1.04443360341008,1.70828195931266,1,168,2
1500,55856,32584,1.71421556592192,1.04443360341008,1.64128725878314,1,168,2
1500,58285,31719,1.83754216715533,1.04443360341008,1.75936714517396,1,168,2
0,32798,31066,1.055752269362,1.03262885590771,1.02239276321013,2,168,1
0,32424,33241,0.97542191871484,1.03262885590771,0.944600679260908,2,168,1
0,37336,35001,1.0667123796463,1.03262885590771,1.03300655752896,2,168,1
200,42675,34250,1.24598540145985,1.03262885590771,1.20661493655878,2,168,1
200,36790,31373,1.17266439294935,1.03262885590771,1.13561071457619,2,168,1
200,39987,34168,1.17030554905174,1.03262885590771,1.13332640508386,2,168,1
400,42092,28823,1.46036151684419,1.03262885590771,1.41421722673098,2,168,1
400,40815,30544,1.33626898899948,1.03262885590771,1.29404575647351,2,168,1
400,42513,30553,1.39145092134979,1.03262885590771,1.34748405817757,2,168,1
600,49608,27778,1.7858737130103,1.03262885590771,1.72944393602139,2,168,1
600,47648,27931,1.70591815545451,1.03262885590771,1.65201480250613,2,168,1
600,47410,28791,1.64669514778924,1.03262885590771,1.59466311479524,2,168,1
0,35598,30509,1.16680323838867,1.11530102503724,1.04617785888766,2,168,2
0,36475,34175,1.06730065837601,1.11530102503724,0.956961963108008,2,168,2
0,36805,33104,1.11179917834703,1.11530102503724,0.996860178004328,2,168,2
800,49804,25865,1.92553643920356,1.11530102503724,1.72647240160052,2,168,2
800,50919,27725,1.8365734896303,1.11530102503724,1.6467065378775,2,168,2
800,49796,28758,1.73155295917658,1.11530102503724,1.55254314333547,2,168,2
1000,51989,27821,1.86869630854391,1.11530102503724,1.67550846506352,2,168,2
1000,54761,29732,1.84182026099825,1.11530102503724,1.65141089235237,2,168,2
1000,51860,29892,1.73491235113074,1.11530102503724,1.55555523771962,2,168,2
1500,59454,28892,2.05780146753427,1.11530102503724,1.84506372839168,2,168,2
1500,56956,29067,1.95947294182406,1.11530102503724,1.75690051191215,2,168,2
1500,54914,29677,1.85038919028204,1.11530102503724,1.65909395646817,2,168,2
0,44575,36380,1.22526113249038,1.1692450182705,1.04790793490208,3,168,1
0,44210,38596,1.1454554876153,1.1692450182705,0.97965393883791,3,168,1
0,41201,36236,1.13701843470582,1.1692450182705,0.972438126260013,3,168,1
200,41578,31302,1.32828573254105,1.1692450182705,1.13602000588876,3,168,1
200,42315,32746,1.29221889696451,1.1692450182705,1.10517374611176,3,168,1
200,43438,33707,1.28869374313941,1.1692450182705,1.10215884866082,3,168,1
400,49710,31342,1.58605066683683,1.1692450182705,1.35647417098501,3,168,1
400,47484,30963,1.53357232826277,1.1692450182705,1.31159192838056,3,168,1
400,49289,30865,1.59692208002592,1.1692450182705,1.36577197685052,3,168,1
600,55435,28242,1.96285673819135,1.1692450182705,1.6787385941526,3,168,1
600,54956,29243,1.879287350819,1.1692450182705,1.60726564702304,3,168,1
600,58544,30944,1.89193381592554,1.1692450182705,1.61808157089608,3,168,1
0,59561,48239,1.23470635792616,1.18058638672546,1.04584160194393,3,168,2
0,50866,44045,1.15486434328528,1.18058638672546,0.97821248514348,3,168,2
0,49937,43341,1.15218845896495,1.18058638672546,0.975945912912586,3,168,2
800,66573,31869,2.0889579214911,1.18058638672546,1.76942402943096,3,168,2
800,60767,28127,2.16045081238667,1.18058638672546,1.82998113198562,3,168,2
800,62115,27690,2.24322860238353,1.18058638672546,1.90009695826281,3,168,2
1000,60348,24467,2.46650590591409,1.18058638672546,2.08922102918307,3,168,2
1000,59884,25606,2.33867062407248,1.18058638672546,1.98093985359186,3,168,2
1000,61945,27108,2.28511878412277,1.18058638672546,1.93557947966933,3,168,2
1500,68117,27795,2.45069257060622,1.18058638672546,2.07582655378875,3,168,2
1500,75935,30597,2.48177925940452,1.18058638672546,2.10215812015935,3,168,2
1500,78416,34290,2.28684747739866,1.18058638672546,1.93704374632134,3,168,2
